"component_name","ionization","assigned_internal_standard","panel","sample_id","abundance","description","cell_number","genotype","condition","sex","batch","group"
"S-Adenosylmethionine","positive","Arginine-d4C13-Metabolite-pos","Metabolite","10",-5.075,"HOM, Methoxy NEG",50000,"APP_SAA_Hom","Methoxy_Neg","Male","Day_2","APP-SAA, Methoxy-"
"S-Adenosylmethionine","positive","Arginine-d4C13-Metabolite-pos","Metabolite","11",-5.126,"WT, Methoxy NEG",50000,"WT","Methoxy_Neg","Male","Day_2","WT, Methoxy-"
"S-Adenosylmethionine","positive","Arginine-d4C13-Metabolite-pos","Metabolite","12",-5.319,"WT, Methoxy NEG",50000,"WT","Methoxy_Neg","Female","Day_2","WT, Methoxy-"
"S-Adenosylmethionine","positive","Arginine-d4C13-Metabolite-pos","Metabolite","13",-4.953,"HOM, Methoxy NEG",50000,"APP_SAA_Hom","Methoxy_Neg","Male","Day_3","APP-SAA, Methoxy-"
"S-Adenosylmethionine","positive","Arginine-d4C13-Metabolite-pos","Metabolite","14",-4.761,"WT, Methoxy NEG",50000,"WT","Methoxy_Neg","Female","Day_3","WT, Methoxy-"
"S-Adenosylmethionine","positive","Arginine-d4C13-Metabolite-pos","Metabolite","15",-4.349,"HOM, Methoxy NEG",50000,"APP_SAA_Hom","Methoxy_Neg","Male","Day_3","APP-SAA, Methoxy-"
"S-Adenosylmethionine","positive","Arginine-d4C13-Metabolite-pos","Metabolite","16",-4.753,"WT, Methoxy NEG",50000,"WT","Methoxy_Neg","Female","Day_3","WT, Methoxy-"
"S-Adenosylmethionine","positive","Arginine-d4C13-Metabolite-pos","Metabolite","17",-4.894,"HOM, Methoxy NEG",50000,"APP_SAA_Hom","Methoxy_Neg","Male","Day_3","APP-SAA, Methoxy-"
"S-Adenosylmethionine","positive","Arginine-d4C13-Metabolite-pos","Metabolite","18",-5.135,"WT, Methoxy NEG",50000,"WT","Methoxy_Neg","Female","Day_3","WT, Methoxy-"
"S-Adenosylmethionine","positive","Arginine-d4C13-Metabolite-pos","Metabolite","19",-4.754,"HOM, Methoxy NEG",50000,"APP_SAA_Hom","Methoxy_Neg","Male","Day_3","APP-SAA, Methoxy-"
"S-Adenosylmethionine","positive","Arginine-d4C13-Metabolite-pos","Metabolite","20",-4.425,"WT, Methoxy NEG",50000,"WT","Methoxy_Neg","Female","Day_3","WT, Methoxy-"
"S-Adenosylmethionine","positive","Arginine-d4C13-Metabolite-pos","Metabolite","21",-5.33,"HOM, Methoxy POS",50000,"APP_SAA_Hom","Methoxy_Pos","Female","Day_1","APP-SAA, Methoxy+"
"S-Adenosylmethionine","positive","Arginine-d4C13-Metabolite-pos","Metabolite","22",-5.499,"HOM, Methoxy POS",34378,"APP_SAA_Hom","Methoxy_Pos","Female","Day_1","APP-SAA, Methoxy+"
"S-Adenosylmethionine","positive","Arginine-d4C13-Metabolite-pos","Metabolite","23",-2.97,"HOM, Methoxy POS",47311,"APP_SAA_Hom","Methoxy_Pos","Male","Day_2","APP-SAA, Methoxy+"
"S-Adenosylmethionine","positive","Arginine-d4C13-Metabolite-pos","Metabolite","24",-4.792,"HOM, Methoxy POS",50000,"APP_SAA_Hom","Methoxy_Pos","Male","Day_2","APP-SAA, Methoxy+"
"S-Adenosylmethionine","positive","Arginine-d4C13-Metabolite-pos","Metabolite","25",-5.49,"HOM, Methoxy POS",34185,"APP_SAA_Hom","Methoxy_Pos","Male","Day_2","APP-SAA, Methoxy+"
"S-Adenosylmethionine","positive","Arginine-d4C13-Metabolite-pos","Metabolite","26",-6.405,"HOM, Methoxy POS",30040,"APP_SAA_Hom","Methoxy_Pos","Male","Day_2","APP-SAA, Methoxy+"
"S-Adenosylmethionine","positive","Arginine-d4C13-Metabolite-pos","Metabolite","27",-4.99,"HOM, Methoxy POS",40165,"APP_SAA_Hom","Methoxy_Pos","Male","Day_3","APP-SAA, Methoxy+"
"S-Adenosylmethionine","positive","Arginine-d4C13-Metabolite-pos","Metabolite","28",-7.762,"HOM, Methoxy POS",19022,"APP_SAA_Hom","Methoxy_Pos","Male","Day_3","APP-SAA, Methoxy+"
"S-Adenosylmethionine","positive","Arginine-d4C13-Metabolite-pos","Metabolite","29",-5.804,"HOM, Methoxy POS",30024,"APP_SAA_Hom","Methoxy_Pos","Male","Day_3","APP-SAA, Methoxy+"
"S-Adenosylmethionine","positive","Arginine-d4C13-Metabolite-pos","Metabolite","30",-5.349,"HOM, Methoxy POS",30000,"APP_SAA_Hom","Methoxy_Pos","Male","Day_3","APP-SAA, Methoxy+"
"Sarcosine","positive","Alanine-d4-Metabolite-pos","Metabolite","1",-6.439,"WT, Methoxy NEG",50000,"WT","Methoxy_Neg","Male","Day_1","WT, Methoxy-"
"Sarcosine","positive","Alanine-d4-Metabolite-pos","Metabolite","2",-5.34,"HOM, Methoxy NEG",50000,"APP_SAA_Hom","Methoxy_Neg","Female","Day_1","APP-SAA, Methoxy-"
"Sarcosine","positive","Alanine-d4-Metabolite-pos","Metabolite","3",-5.118,"WT, Methoxy NEG",50000,"WT","Methoxy_Neg","Female","Day_1","WT, Methoxy-"
"Sarcosine","positive","Alanine-d4-Metabolite-pos","Metabolite","4",-6.237,"HOM, Methoxy NEG",50000,"APP_SAA_Hom","Methoxy_Neg","Female","Day_1","APP-SAA, Methoxy-"
"Sarcosine","positive","Alanine-d4-Metabolite-pos","Metabolite","5",-5.131,"HOM, Methoxy NEG",50000,"APP_SAA_Hom","Methoxy_Neg","Male","Day_2","APP-SAA, Methoxy-"
"Sarcosine","positive","Alanine-d4-Metabolite-pos","Metabolite","6",-5.252,"WT, Methoxy NEG",50000,"WT","Methoxy_Neg","Female","Day_2","WT, Methoxy-"
"Sarcosine","positive","Alanine-d4-Metabolite-pos","Metabolite","7",-5.698,"HOM, Methoxy NEG",50000,"APP_SAA_Hom","Methoxy_Neg","Male","Day_2","APP-SAA, Methoxy-"
"Sarcosine","positive","Alanine-d4-Metabolite-pos","Metabolite","8",-5.644,"WT, Methoxy NEG",50000,"WT","Methoxy_Neg","Male","Day_2","WT, Methoxy-"
"Sarcosine","positive","Alanine-d4-Metabolite-pos","Metabolite","9",-4.545,"HOM, Methoxy NEG",50000,"APP_SAA_Hom","Methoxy_Neg","Male","Day_2","APP-SAA, Methoxy-"
"Sarcosine","positive","Alanine-d4-Metabolite-pos","Metabolite","10",-5.199,"HOM, Methoxy NEG",50000,"APP_SAA_Hom","Methoxy_Neg","Male","Day_2","APP-SAA, Methoxy-"
"Sarcosine","positive","Alanine-d4-Metabolite-pos","Metabolite","11",-5.554,"WT, Methoxy NEG",50000,"WT","Methoxy_Neg","Male","Day_2","WT, Methoxy-"
"Sarcosine","positive","Alanine-d4-Metabolite-pos","Metabolite","12",-5.245,"WT, Methoxy NEG",50000,"WT","Methoxy_Neg","Female","Day_2","WT, Methoxy-"
"Sarcosine","positive","Alanine-d4-Metabolite-pos","Metabolite","13",-5.839,"HOM, Methoxy NEG",50000,"APP_SAA_Hom","Methoxy_Neg","Male","Day_3","APP-SAA, Methoxy-"
"Sarcosine","positive","Alanine-d4-Metabolite-pos","Metabolite","14",NA,"WT, Methoxy NEG",50000,"WT","Methoxy_Neg","Female","Day_3","WT, Methoxy-"
"Sarcosine","positive","Alanine-d4-Metabolite-pos","Metabolite","15",-4.842,"HOM, Methoxy NEG",50000,"APP_SAA_Hom","Methoxy_Neg","Male","Day_3","APP-SAA, Methoxy-"
"Sarcosine","positive","Alanine-d4-Metabolite-pos","Metabolite","16",-5.283,"WT, Methoxy NEG",50000,"WT","Methoxy_Neg","Female","Day_3","WT, Methoxy-"
"Sarcosine","positive","Alanine-d4-Metabolite-pos","Metabolite","17",-5.627,"HOM, Methoxy NEG",50000,"APP_SAA_Hom","Methoxy_Neg","Male","Day_3","APP-SAA, Methoxy-"
"Sarcosine","positive","Alanine-d4-Metabolite-pos","Metabolite","18",-6.128,"WT, Methoxy NEG",50000,"WT","Methoxy_Neg","Female","Day_3","WT, Methoxy-"
"Sarcosine","positive","Alanine-d4-Metabolite-pos","Metabolite","19",-4.372,"HOM, Methoxy NEG",50000,"APP_SAA_Hom","Methoxy_Neg","Male","Day_3","APP-SAA, Methoxy-"
"Sarcosine","positive","Alanine-d4-Metabolite-pos","Metabolite","20",-4.737,"WT, Methoxy NEG",50000,"WT","Methoxy_Neg","Female","Day_3","WT, Methoxy-"
"Sarcosine","positive","Alanine-d4-Metabolite-pos","Metabolite","21",-4.76,"HOM, Methoxy POS",50000,"APP_SAA_Hom","Methoxy_Pos","Female","Day_1","APP-SAA, Methoxy+"
"Sarcosine","positive","Alanine-d4-Metabolite-pos","Metabolite","22",NA,"HOM, Methoxy POS",34378,"APP_SAA_Hom","Methoxy_Pos","Female","Day_1","APP-SAA, Methoxy+"
"Sarcosine","positive","Alanine-d4-Metabolite-pos","Metabolite","23",-4.517,"HOM, Methoxy POS",47311,"APP_SAA_Hom","Methoxy_Pos","Male","Day_2","APP-SAA, Methoxy+"
"Sarcosine","positive","Alanine-d4-Metabolite-pos","Metabolite","24",NA,"HOM, Methoxy POS",50000,"APP_SAA_Hom","Methoxy_Pos","Male","Day_2","APP-SAA, Methoxy+"
"Sarcosine","positive","Alanine-d4-Metabolite-pos","Metabolite","25",-5.626,"HOM, Methoxy POS",34185,"APP_SAA_Hom","Methoxy_Pos","Male","Day_2","APP-SAA, Methoxy+"
"Sarcosine","positive","Alanine-d4-Metabolite-pos","Metabolite","26",-5.527,"HOM, Methoxy POS",30040,"APP_SAA_Hom","Methoxy_Pos","Male","Day_2","APP-SAA, Methoxy+"
"Sarcosine","positive","Alanine-d4-Metabolite-pos","Metabolite","27",-5.036,"HOM, Methoxy POS",40165,"APP_SAA_Hom","Methoxy_Pos","Male","Day_3","APP-SAA, Methoxy+"
"Sarcosine","positive","Alanine-d4-Metabolite-pos","Metabolite","28",-6.272,"HOM, Methoxy POS",19022,"APP_SAA_Hom","Methoxy_Pos","Male","Day_3","APP-SAA, Methoxy+"
"Sarcosine","positive","Alanine-d4-Metabolite-pos","Metabolite","29",-4.461,"HOM, Methoxy POS",30024,"APP_SAA_Hom","Methoxy_Pos","Male","Day_3","APP-SAA, Methoxy+"
"Sarcosine","positive","Alanine-d4-Metabolite-pos","Metabolite","30",-5.557,"HOM, Methoxy POS",30000,"APP_SAA_Hom","Methoxy_Pos","Male","Day_3","APP-SAA, Methoxy+"
"Serine","positive","N15C13-Glycine-Metabolite-pos","Metabolite","1",3.367,"WT, Methoxy NEG",50000,"WT","Methoxy_Neg","Male","Day_1","WT, Methoxy-"
"Serine","positive","N15C13-Glycine-Metabolite-pos","Metabolite","2",2.811,"HOM, Methoxy NEG",50000,"APP_SAA_Hom","Methoxy_Neg","Female","Day_1","APP-SAA, Methoxy-"
"Serine","positive","N15C13-Glycine-Metabolite-pos","Metabolite","3",3.324,"WT, Methoxy NEG",50000,"WT","Methoxy_Neg","Female","Day_1","WT, Methoxy-"
"Serine","positive","N15C13-Glycine-Metabolite-pos","Metabolite","4",3.99,"HOM, Methoxy NEG",50000,"APP_SAA_Hom","Methoxy_Neg","Female","Day_1","APP-SAA, Methoxy-"
"Serine","positive","N15C13-Glycine-Metabolite-pos","Metabolite","5",4.265,"HOM, Methoxy NEG",50000,"APP_SAA_Hom","Methoxy_Neg","Male","Day_2","APP-SAA, Methoxy-"
"Serine","positive","N15C13-Glycine-Metabolite-pos","Metabolite","6",3.724,"WT, Methoxy NEG",50000,"WT","Methoxy_Neg","Female","Day_2","WT, Methoxy-"
"Serine","positive","N15C13-Glycine-Metabolite-pos","Metabolite","7",3.315,"HOM, Methoxy NEG",50000,"APP_SAA_Hom","Methoxy_Neg","Male","Day_2","APP-SAA, Methoxy-"
"Serine","positive","N15C13-Glycine-Metabolite-pos","Metabolite","8",3.372,"WT, Methoxy NEG",50000,"WT","Methoxy_Neg","Male","Day_2","WT, Methoxy-"
"Serine","positive","N15C13-Glycine-Metabolite-pos","Metabolite","9",4.116,"HOM, Methoxy NEG",50000,"APP_SAA_Hom","Methoxy_Neg","Male","Day_2","APP-SAA, Methoxy-"
"Serine","positive","N15C13-Glycine-Metabolite-pos","Metabolite","10",2.625,"HOM, Methoxy NEG",50000,"APP_SAA_Hom","Methoxy_Neg","Male","Day_2","APP-SAA, Methoxy-"
"Serine","positive","N15C13-Glycine-Metabolite-pos","Metabolite","11",4.141,"WT, Methoxy NEG",50000,"WT","Methoxy_Neg","Male","Day_2","WT, Methoxy-"
"Serine","positive","N15C13-Glycine-Metabolite-pos","Metabolite","12",2.562,"WT, Methoxy NEG",50000,"WT","Methoxy_Neg","Female","Day_2","WT, Methoxy-"
"Serine","positive","N15C13-Glycine-Metabolite-pos","Metabolite","13",3.598,"HOM, Methoxy NEG",50000,"APP_SAA_Hom","Methoxy_Neg","Male","Day_3","APP-SAA, Methoxy-"
"Serine","positive","N15C13-Glycine-Metabolite-pos","Metabolite","14",3.884,"WT, Methoxy NEG",50000,"WT","Methoxy_Neg","Female","Day_3","WT, Methoxy-"
"Serine","positive","N15C13-Glycine-Metabolite-pos","Metabolite","15",3.622,"HOM, Methoxy NEG",50000,"APP_SAA_Hom","Methoxy_Neg","Male","Day_3","APP-SAA, Methoxy-"
"Serine","positive","N15C13-Glycine-Metabolite-pos","Metabolite","16",3.506,"WT, Methoxy NEG",50000,"WT","Methoxy_Neg","Female","Day_3","WT, Methoxy-"
"Serine","positive","N15C13-Glycine-Metabolite-pos","Metabolite","17",3.505,"HOM, Methoxy NEG",50000,"APP_SAA_Hom","Methoxy_Neg","Male","Day_3","APP-SAA, Methoxy-"
"Serine","positive","N15C13-Glycine-Metabolite-pos","Metabolite","18",3.279,"WT, Methoxy NEG",50000,"WT","Methoxy_Neg","Female","Day_3","WT, Methoxy-"
"Serine","positive","N15C13-Glycine-Metabolite-pos","Metabolite","19",3.414,"HOM, Methoxy NEG",50000,"APP_SAA_Hom","Methoxy_Neg","Male","Day_3","APP-SAA, Methoxy-"
"Serine","positive","N15C13-Glycine-Metabolite-pos","Metabolite","20",3.967,"WT, Methoxy NEG",50000,"WT","Methoxy_Neg","Female","Day_3","WT, Methoxy-"
"Serine","positive","N15C13-Glycine-Metabolite-pos","Metabolite","21",3.774,"HOM, Methoxy POS",50000,"APP_SAA_Hom","Methoxy_Pos","Female","Day_1","APP-SAA, Methoxy+"
"Serine","positive","N15C13-Glycine-Metabolite-pos","Metabolite","22",2.699,"HOM, Methoxy POS",34378,"APP_SAA_Hom","Methoxy_Pos","Female","Day_1","APP-SAA, Methoxy+"
"Serine","positive","N15C13-Glycine-Metabolite-pos","Metabolite","23",3.105,"HOM, Methoxy POS",47311,"APP_SAA_Hom","Methoxy_Pos","Male","Day_2","APP-SAA, Methoxy+"
"Serine","positive","N15C13-Glycine-Metabolite-pos","Metabolite","24",4.086,"HOM, Methoxy POS",50000,"APP_SAA_Hom","Methoxy_Pos","Male","Day_2","APP-SAA, Methoxy+"
"Serine","positive","N15C13-Glycine-Metabolite-pos","Metabolite","25",3.356,"HOM, Methoxy POS",34185,"APP_SAA_Hom","Methoxy_Pos","Male","Day_2","APP-SAA, Methoxy+"
"Serine","positive","N15C13-Glycine-Metabolite-pos","Metabolite","26",2.896,"HOM, Methoxy POS",30040,"APP_SAA_Hom","Methoxy_Pos","Male","Day_2","APP-SAA, Methoxy+"
"Serine","positive","N15C13-Glycine-Metabolite-pos","Metabolite","27",3.755,"HOM, Methoxy POS",40165,"APP_SAA_Hom","Methoxy_Pos","Male","Day_3","APP-SAA, Methoxy+"
"Serine","positive","N15C13-Glycine-Metabolite-pos","Metabolite","28",3.046,"HOM, Methoxy POS",19022,"APP_SAA_Hom","Methoxy_Pos","Male","Day_3","APP-SAA, Methoxy+"
"Serine","positive","N15C13-Glycine-Metabolite-pos","Metabolite","29",3.425,"HOM, Methoxy POS",30024,"APP_SAA_Hom","Methoxy_Pos","Male","Day_3","APP-SAA, Methoxy+"
"Serine","positive","N15C13-Glycine-Metabolite-pos","Metabolite","30",4.327,"HOM, Methoxy POS",30000,"APP_SAA_Hom","Methoxy_Pos","Male","Day_3","APP-SAA, Methoxy+"
"Spermidine","positive","Arginine-d4C13-Metabolite-pos","Metabolite","1",-4.448,"WT, Methoxy NEG",50000,"WT","Methoxy_Neg","Male","Day_1","WT, Methoxy-"
"Spermidine","positive","Arginine-d4C13-Metabolite-pos","Metabolite","2",-3.98,"HOM, Methoxy NEG",50000,"APP_SAA_Hom","Methoxy_Neg","Female","Day_1","APP-SAA, Methoxy-"
"Spermidine","positive","Arginine-d4C13-Metabolite-pos","Metabolite","3",-3.109,"WT, Methoxy NEG",50000,"WT","Methoxy_Neg","Female","Day_1","WT, Methoxy-"
"Spermidine","positive","Arginine-d4C13-Metabolite-pos","Metabolite","4",-3.281,"HOM, Methoxy NEG",50000,"APP_SAA_Hom","Methoxy_Neg","Female","Day_1","APP-SAA, Methoxy-"
"Spermidine","positive","Arginine-d4C13-Metabolite-pos","Metabolite","5",-0.709,"HOM, Methoxy NEG",50000,"APP_SAA_Hom","Methoxy_Neg","Male","Day_2","APP-SAA, Methoxy-"
"Spermidine","positive","Arginine-d4C13-Metabolite-pos","Metabolite","6",-1.007,"WT, Methoxy NEG",50000,"WT","Methoxy_Neg","Female","Day_2","WT, Methoxy-"
"Spermidine","positive","Arginine-d4C13-Metabolite-pos","Metabolite","7",-1.185,"HOM, Methoxy NEG",50000,"APP_SAA_Hom","Methoxy_Neg","Male","Day_2","APP-SAA, Methoxy-"
"Spermidine","positive","Arginine-d4C13-Metabolite-pos","Metabolite","8",-1.775,"WT, Methoxy NEG",50000,"WT","Methoxy_Neg","Male","Day_2","WT, Methoxy-"
"Spermidine","positive","Arginine-d4C13-Metabolite-pos","Metabolite","9",-1.266,"HOM, Methoxy NEG",50000,"APP_SAA_Hom","Methoxy_Neg","Male","Day_2","APP-SAA, Methoxy-"
"Spermidine","positive","Arginine-d4C13-Metabolite-pos","Metabolite","10",-2.153,"HOM, Methoxy NEG",50000,"APP_SAA_Hom","Methoxy_Neg","Male","Day_2","APP-SAA, Methoxy-"
"Spermidine","positive","Arginine-d4C13-Metabolite-pos","Metabolite","11",-2.069,"WT, Methoxy NEG",50000,"WT","Methoxy_Neg","Male","Day_2","WT, Methoxy-"
"Spermidine","positive","Arginine-d4C13-Metabolite-pos","Metabolite","12",-0.8078,"WT, Methoxy NEG",50000,"WT","Methoxy_Neg","Female","Day_2","WT, Methoxy-"
"Spermidine","positive","Arginine-d4C13-Metabolite-pos","Metabolite","13",-0.8959,"HOM, Methoxy NEG",50000,"APP_SAA_Hom","Methoxy_Neg","Male","Day_3","APP-SAA, Methoxy-"
"Spermidine","positive","Arginine-d4C13-Metabolite-pos","Metabolite","14",-1.487,"WT, Methoxy NEG",50000,"WT","Methoxy_Neg","Female","Day_3","WT, Methoxy-"
"Spermidine","positive","Arginine-d4C13-Metabolite-pos","Metabolite","15",-1.567,"HOM, Methoxy NEG",50000,"APP_SAA_Hom","Methoxy_Neg","Male","Day_3","APP-SAA, Methoxy-"
"Spermidine","positive","Arginine-d4C13-Metabolite-pos","Metabolite","16",-1.303,"WT, Methoxy NEG",50000,"WT","Methoxy_Neg","Female","Day_3","WT, Methoxy-"
"Spermidine","positive","Arginine-d4C13-Metabolite-pos","Metabolite","17",-1.129,"HOM, Methoxy NEG",50000,"APP_SAA_Hom","Methoxy_Neg","Male","Day_3","APP-SAA, Methoxy-"
"Spermidine","positive","Arginine-d4C13-Metabolite-pos","Metabolite","18",-1.028,"WT, Methoxy NEG",50000,"WT","Methoxy_Neg","Female","Day_3","WT, Methoxy-"
"Spermidine","positive","Arginine-d4C13-Metabolite-pos","Metabolite","19",-1.011,"HOM, Methoxy NEG",50000,"APP_SAA_Hom","Methoxy_Neg","Male","Day_3","APP-SAA, Methoxy-"
"Spermidine","positive","Arginine-d4C13-Metabolite-pos","Metabolite","20",-0.7999,"WT, Methoxy NEG",50000,"WT","Methoxy_Neg","Female","Day_3","WT, Methoxy-"
"Spermidine","positive","Arginine-d4C13-Metabolite-pos","Metabolite","21",-2.159,"HOM, Methoxy POS",50000,"APP_SAA_Hom","Methoxy_Pos","Female","Day_1","APP-SAA, Methoxy+"
"Spermidine","positive","Arginine-d4C13-Metabolite-pos","Metabolite","22",-2.501,"HOM, Methoxy POS",34378,"APP_SAA_Hom","Methoxy_Pos","Female","Day_1","APP-SAA, Methoxy+"
"Spermidine","positive","Arginine-d4C13-Metabolite-pos","Metabolite","23",-0.8218,"HOM, Methoxy POS",47311,"APP_SAA_Hom","Methoxy_Pos","Male","Day_2","APP-SAA, Methoxy+"
"Spermidine","positive","Arginine-d4C13-Metabolite-pos","Metabolite","24",-0.8689,"HOM, Methoxy POS",50000,"APP_SAA_Hom","Methoxy_Pos","Male","Day_2","APP-SAA, Methoxy+"
"Spermidine","positive","Arginine-d4C13-Metabolite-pos","Metabolite","25",-1.394,"HOM, Methoxy POS",34185,"APP_SAA_Hom","Methoxy_Pos","Male","Day_2","APP-SAA, Methoxy+"
"Spermidine","positive","Arginine-d4C13-Metabolite-pos","Metabolite","26",-1.595,"HOM, Methoxy POS",30040,"APP_SAA_Hom","Methoxy_Pos","Male","Day_2","APP-SAA, Methoxy+"
"Spermidine","positive","Arginine-d4C13-Metabolite-pos","Metabolite","27",-1.327,"HOM, Methoxy POS",40165,"APP_SAA_Hom","Methoxy_Pos","Male","Day_3","APP-SAA, Methoxy+"
"Spermidine","positive","Arginine-d4C13-Metabolite-pos","Metabolite","28",-2.002,"HOM, Methoxy POS",19022,"APP_SAA_Hom","Methoxy_Pos","Male","Day_3","APP-SAA, Methoxy+"
"Spermidine","positive","Arginine-d4C13-Metabolite-pos","Metabolite","29",-2.452,"HOM, Methoxy POS",30024,"APP_SAA_Hom","Methoxy_Pos","Male","Day_3","APP-SAA, Methoxy+"
"Spermidine","positive","Arginine-d4C13-Metabolite-pos","Metabolite","30",-1.414,"HOM, Methoxy POS",30000,"APP_SAA_Hom","Methoxy_Pos","Male","Day_3","APP-SAA, Methoxy+"
"Spermine","positive","6C13-Phenylalanine-Metabolite-pos","Metabolite","1",-8.25,"WT, Methoxy NEG",50000,"WT","Methoxy_Neg","Male","Day_1","WT, Methoxy-"
"Spermine","positive","6C13-Phenylalanine-Metabolite-pos","Metabolite","2",-6.257,"HOM, Methoxy NEG",50000,"APP_SAA_Hom","Methoxy_Neg","Female","Day_1","APP-SAA, Methoxy-"
"Spermine","positive","6C13-Phenylalanine-Metabolite-pos","Metabolite","3",-5.547,"WT, Methoxy NEG",50000,"WT","Methoxy_Neg","Female","Day_1","WT, Methoxy-"
"Spermine","positive","6C13-Phenylalanine-Metabolite-pos","Metabolite","4",-5.515,"HOM, Methoxy NEG",50000,"APP_SAA_Hom","Methoxy_Neg","Female","Day_1","APP-SAA, Methoxy-"
"Spermine","positive","6C13-Phenylalanine-Metabolite-pos","Metabolite","5",-4.55,"HOM, Methoxy NEG",50000,"APP_SAA_Hom","Methoxy_Neg","Male","Day_2","APP-SAA, Methoxy-"
"Spermine","positive","6C13-Phenylalanine-Metabolite-pos","Metabolite","6",-4.781,"WT, Methoxy NEG",50000,"WT","Methoxy_Neg","Female","Day_2","WT, Methoxy-"
"Spermine","positive","6C13-Phenylalanine-Metabolite-pos","Metabolite","7",-4.184,"HOM, Methoxy NEG",50000,"APP_SAA_Hom","Methoxy_Neg","Male","Day_2","APP-SAA, Methoxy-"
"Spermine","positive","6C13-Phenylalanine-Metabolite-pos","Metabolite","8",-4.937,"WT, Methoxy NEG",50000,"WT","Methoxy_Neg","Male","Day_2","WT, Methoxy-"
"Spermine","positive","6C13-Phenylalanine-Metabolite-pos","Metabolite","9",-4.247,"HOM, Methoxy NEG",50000,"APP_SAA_Hom","Methoxy_Neg","Male","Day_2","APP-SAA, Methoxy-"
"Spermine","positive","6C13-Phenylalanine-Metabolite-pos","Metabolite","10",-4.639,"HOM, Methoxy NEG",50000,"APP_SAA_Hom","Methoxy_Neg","Male","Day_2","APP-SAA, Methoxy-"
"Spermine","positive","6C13-Phenylalanine-Metabolite-pos","Metabolite","11",-4.123,"WT, Methoxy NEG",50000,"WT","Methoxy_Neg","Male","Day_2","WT, Methoxy-"
"Spermine","positive","6C13-Phenylalanine-Metabolite-pos","Metabolite","12",-3.778,"WT, Methoxy NEG",50000,"WT","Methoxy_Neg","Female","Day_2","WT, Methoxy-"
"Spermine","positive","6C13-Phenylalanine-Metabolite-pos","Metabolite","13",-3.991,"HOM, Methoxy NEG",50000,"APP_SAA_Hom","Methoxy_Neg","Male","Day_3","APP-SAA, Methoxy-"
"Spermine","positive","6C13-Phenylalanine-Metabolite-pos","Metabolite","14",-3.667,"WT, Methoxy NEG",50000,"WT","Methoxy_Neg","Female","Day_3","WT, Methoxy-"
"Spermine","positive","6C13-Phenylalanine-Metabolite-pos","Metabolite","15",-4.039,"HOM, Methoxy NEG",50000,"APP_SAA_Hom","Methoxy_Neg","Male","Day_3","APP-SAA, Methoxy-"
"Spermine","positive","6C13-Phenylalanine-Metabolite-pos","Metabolite","16",-3.872,"WT, Methoxy NEG",50000,"WT","Methoxy_Neg","Female","Day_3","WT, Methoxy-"
"Spermine","positive","6C13-Phenylalanine-Metabolite-pos","Metabolite","17",-3.771,"HOM, Methoxy NEG",50000,"APP_SAA_Hom","Methoxy_Neg","Male","Day_3","APP-SAA, Methoxy-"
"Spermine","positive","6C13-Phenylalanine-Metabolite-pos","Metabolite","18",-3.598,"WT, Methoxy NEG",50000,"WT","Methoxy_Neg","Female","Day_3","WT, Methoxy-"
"Spermine","positive","6C13-Phenylalanine-Metabolite-pos","Metabolite","19",-3.439,"HOM, Methoxy NEG",50000,"APP_SAA_Hom","Methoxy_Neg","Male","Day_3","APP-SAA, Methoxy-"
"Spermine","positive","6C13-Phenylalanine-Metabolite-pos","Metabolite","20",-2.941,"WT, Methoxy NEG",50000,"WT","Methoxy_Neg","Female","Day_3","WT, Methoxy-"
"Spermine","positive","6C13-Phenylalanine-Metabolite-pos","Metabolite","21",-3.721,"HOM, Methoxy POS",50000,"APP_SAA_Hom","Methoxy_Pos","Female","Day_1","APP-SAA, Methoxy+"
"Spermine","positive","6C13-Phenylalanine-Metabolite-pos","Metabolite","22",-3.718,"HOM, Methoxy POS",34378,"APP_SAA_Hom","Methoxy_Pos","Female","Day_1","APP-SAA, Methoxy+"
"Spermine","positive","6C13-Phenylalanine-Metabolite-pos","Metabolite","23",-1.435,"HOM, Methoxy POS",47311,"APP_SAA_Hom","Methoxy_Pos","Male","Day_2","APP-SAA, Methoxy+"
"Spermine","positive","6C13-Phenylalanine-Metabolite-pos","Metabolite","24",-1.512,"HOM, Methoxy POS",50000,"APP_SAA_Hom","Methoxy_Pos","Male","Day_2","APP-SAA, Methoxy+"
"Spermine","positive","6C13-Phenylalanine-Metabolite-pos","Metabolite","25",-1.662,"HOM, Methoxy POS",34185,"APP_SAA_Hom","Methoxy_Pos","Male","Day_2","APP-SAA, Methoxy+"
"Spermine","positive","6C13-Phenylalanine-Metabolite-pos","Metabolite","26",-2.246,"HOM, Methoxy POS",30040,"APP_SAA_Hom","Methoxy_Pos","Male","Day_2","APP-SAA, Methoxy+"
"Spermine","positive","6C13-Phenylalanine-Metabolite-pos","Metabolite","27",-2.154,"HOM, Methoxy POS",40165,"APP_SAA_Hom","Methoxy_Pos","Male","Day_3","APP-SAA, Methoxy+"
"Spermine","positive","6C13-Phenylalanine-Metabolite-pos","Metabolite","28",-2.508,"HOM, Methoxy POS",19022,"APP_SAA_Hom","Methoxy_Pos","Male","Day_3","APP-SAA, Methoxy+"
