gene_name,logFC,adj.P.Val
Cars,-0.68,0.729
Relb,0.77,0.747
Zfp687,-0.33,0.973
Gpr35,-0.72,0.944
Lin9,0.85,0.881
Prmt3,0.76,0.755
Akap11,0.85,0.879
Prkd3,0.88,0.745
Dennd4b,0.9,0.839
Csrp2bp,-0.81,0.827
Carhsp1,0.91,0.832
Hyi,0.78,0.831
RP23-170I24.2,0.72,0.924
Arhgef10l,0.82,0.877
Fbrs,0.61,0.93
Simc1,0.12,0.99
Mfn1,0.73,0.896
Chst1,0.95,0.845
Faf2,-0.61,0.733
Sik3,-0.76,0.91
Slc5a3,0.21,0.987
Mvd,-0.18,0.987
Med18,0.56,0.928
Diaph1,-0.14,0.989
Sdhaf4,0.59,0.694
Prpf40b,-0.32,0.98
Btk,-0.79,0.831
Fahd1,0.11,0.99
Zc3h12a,0.7,0.872
Ggnbp1,0.02,0.999
Zfp729b,-0.76,0.895
Dopey1,-0.88,0.868
Dopey2,-0.68,0.718
Klf11,0.22,0.986
Pcgf5,-0.88,0.812
Acad12,-0.32,0.968
Mthfsd,0.78,0.894
Vps13c,0.89,0.872
Nmnat3,-0.34,0.975
Lyzl4,0.22,0.986
Taf1d,0.68,0.707
Nufip2,0.61,0.701
Fam160b2,0.57,0.931
Khdrbs1,0.63,0.726
Stim2,-0.72,0.918
Ticam1,0.62,0.903
B3galnt1,-0.62,0.694
Fmnl1,0.32,0.959
C2cd2l,-0.76,0.859
Igf2bp2,0.51,0.937
Cmklr1,0.89,0.882
Ikzf5,-0.86,0.88
Dok3,-0.72,0.713
Wdyhv1,0.8,0.816
Fam234b,-0.41,0.951
Smarca2,0.63,0.706
Ttc8,0.68,0.882
Ilvbl,0.56,0.696
Tmem260,0.79,0.8
Mib2,-0.78,0.801
RP24-239J20.1,0.26,0.968
Rbm28,0.64,0.734
Cab39l,-0.72,0.758
Tuba4a,0.83,0.812
RP23-192P17.5,-0.031,0.998
Lrch3,-0.74,0.758
Brf2,0.8,0.895
Map3k1,-0.78,0.817
Ccdc122,-0.95,0.838
RP23-410L16.1,-0.67,0.918
Cxx1b,0.18,0.986
Micu2,-0.72,0.737
Zfp12,0.61,0.924
Osbpl7,-0.59,0.925
Hp1bp3,-0.46,0.658
Slc25a1,0.66,0.74
Abcc10,0.29,0.967
Adgra3,-0.74,0.878
RP23-218L17.1,0.81,0.856
Epb41,-0.93,0.818
RP23-267O21.3,-0.59,0.927
Nfkb2,-0.79,0.857
Tlr12,-0.015,0.999
Plxna4,0.79,0.888
Nomo1,-0.31,0.966
Ccdc166,-0.46,0.948
Hist1h2be,0.52,0.948
Nat2,-0.37,0.967
Ston2,-0.97,0.864
S1pr2,-0.12,0.99
Tctn3,-0.2,0.987
Wdr36,-0.73,0.806
Polr2l,0.41,0.943
Hsd17b12,0.62,0.696
Limk2,-0.59,0.939
Nmral1,-0.81,0.793
Msi2,0.031,0.998
Cyp2r1,-0.85,0.831
Rtn4ip1,-0.68,0.869
Mpp6,0.65,0.704
RP23-230O9.15,0.29,0.977
Ablim1,0.26,0.986
Prpf19,0.21,0.987
Piga,-0.21,0.987
Bola2,0.71,0.733
Heatr5b,0.6,0.917
RP24-89A4.2,0.45,0.957
Zfp276,-0.67,0.934
Scly,-0.2,0.987
Alkbh8,-0.92,0.839
RP23-135I10.1,-1.6,0.807
Adap2os,-0.67,0.858
Ddx18,0.57,0.737
Dusp27,0.96,0.841
Adam17,-0.55,0.666
Rccd1,-0.35,0.974
Ppp1r35,-0.67,0.755
Rpa3,-0.78,0.779
Zfp738,-0.97,0.839
Lysmd4,-0.13,0.99
CAAA01180111.2,-0.51,0.956
Trappc6a,0.73,0.806
Capn15,0.17,0.989
Rbm8a2,0.48,0.93
Gm6563,-0.18,0.983
Tada2b,-0.58,0.931
Cdk5rap2,0.81,0.862
Cep112,-0.44,0.948
Lncpint,0.84,0.888
Zfp954,-0.7,0.903
Pole3,0.76,0.831
RP23-478P10.3,-0.74,0.894
Casc4,0.26,0.98
Taf4,-0.42,0.961
Dstyk,0.68,0.916
Fubp1,0.56,0.686
Gdi1,-0.46,0.651
Fermt3,-0.42,0.624
Zfp553,0.76,0.862
Hmgxb3,0.47,0.949
RP24-320O9.1,0.48,0.943
Ift172,-0.18,0.987
Ccdc22,-0.72,0.806
Pomt1,-0.84,0.815
Kctd13,0.72,0.812
Rbm12b1,0.54,0.943
Ccdc181,-0.52,0.932
Cd101,-0.68,0.886
RP23-423E20.7,-0.75,0.707
Ddx58,-0.89,0.803
RP23-459L15.3,0.0013,1
H2-DMa,0.44,0.616
Nlrp1c-ps,-0.73,0.898
Atic,-0.82,0.864
Zfp280c,0.23,0.987
Xkr8,0.57,0.933
Tmem52,-0.95,0.816
Mtr,0.92,0.799
Rwdd4a,0.8,0.787
Skil,0.56,0.646
Atp9b,-0.74,0.749
Jade2,0.85,0.855
Rhbdf1,-0.64,0.933
Ubb,0.39,0.578
Trove2,0.83,0.891
RP23-442B10.1,0.52,0.947
Snhg8,0.92,0.839
Usp28,-0.45,0.956
Prss36,-0.55,0.934
Rnaseh2c,-0.63,0.712
Fam131a,0.43,0.952
Malt1,-0.68,0.893
Copg2,-0.74,0.878
Mrpl1,-0.73,0.777
Lsm3,0.63,0.736
Rusc1,0.65,0.943
Clasp1,0.94,0.87
RP24-63G4.11,-0.11,0.99
Klf4,1.3,0.747
H2afx,-0.91,0.815
RP23-147O14.2,-0.63,0.917
Atp11b,-0.71,0.806
Hspb11,-0.9,0.889
Man1b1,-0.65,0.853
Zbtb34,-0.22,0.987
Dnajc2,-0.54,0.718
Lmbrd2,0.88,0.879
Rpsa,0.63,0.692
Camkk1,-0.7,0.93
Ten1,0.77,0.712
Fdxr,0.52,0.944
Zfp593,0.8,0.815
Cbfb,0.64,0.728
Med20,-0.66,0.747
Pprc1,-0.59,0.924
Nbl1,0.58,0.934
Prrc2b,-0.46,0.96
RP23-443N7.2,0.8,0.806
Rnaseh2a,0.71,0.8
Csnk2a2,0.76,0.844
Prpsap2,-0.57,0.718
Ercc1,-0.71,0.775
RP24-152K24.2,0.23,0.981
Stk24,-0.41,0.947
Camsap2,0.56,0.93
Atg7,-0.78,0.829
Mcoln1,0.66,0.747
Mrfap1,0.42,0.669
Ero1l,0.026,0.998
Mrpl33,0.62,0.725
Lars2,-0.81,0.888
Pik3r4,-0.71,0.904
Arhgef40,0.81,0.761
Scimp,0.7,0.849
Ankrd50,-0.048,0.996
Entpd5,0.19,0.987
Gemin2,0.91,0.85
Sema4c,0.16,0.987
Mthfd2l,0.12,0.99
Zfp652os,-0.56,0.93
Tmco4,-0.089,0.993
Rps27rt,0.53,0.919
Ildr2,-0.059,0.996
Nxt1,-0.81,0.777
Arhgap11a,0.76,0.841
Sugp2,0.19,0.987
Syce2,-0.64,0.919
Map3k2,-0.71,0.755
Skiv2l,0.96,0.839
Cdk5,0.73,0.776
Ilf3,0.75,0.769
Lonp1,-0.82,0.801
Fam193a,-0.7,0.896
Wdr47,-0.65,0.935
Pnpla2,0.67,0.841
Rnase4,-0.42,0.58
RP24-210F23.6,-0.9,0.816
Aldh2,0.36,0.957
Tmem159,0.63,0.708
Klhdc10,0.72,0.842
Cbr3,0.9,0.852
Nudt3,-0.73,0.768
Mapkapk2,0.66,0.751
AC114558.6,0.14,0.99
Arl13b,-0.87,0.891
Oxsr1,0.75,0.896
Usp30,0.73,0.924
Ncoa2,-0.85,0.842
Mthfr,-0.52,0.943
Opa3,-0.81,0.812
RP24-64D24.3,0.91,0.852
Utrn,-0.54,0.935
Cecr5,-0.42,0.948
Smc4,0.95,0.817
Arl10,0.7,0.854
Sod2,0.61,0.698
Ninl,-0.54,0.943
Wdr91,0.83,0.85
Gtf2h5,0.58,0.696
Adal,-0.74,0.879
Coq10a,-0.72,0.806
Cyb561d1,0.13,0.99
Asap1,0.58,0.673
Borcs6,0.34,0.948
Peg13,-0.098,0.99
Nop56,-0.55,0.698
Stat5a,0.89,0.877
Tmem38b,0.4,0.948
Oas1a,0.45,0.943
Tti2,-0.32,0.96
Liph,-0.77,0.745
Tceanc,0.12,0.99
Mad2l1,0.72,0.919
Zswim6,-0.64,0.934
Cep250,-0.75,0.864
Pdcd11,0.78,0.768
Tor1b,0.66,0.735
Pip4k2c,0.047,0.994
Afg3l2,-0.83,0.812
Taf9b,0.73,0.894
Wdr24,0.54,0.936
Gdap10,-0.43,0.949
Rpp40,0.47,0.961
Lyrm9,0.79,0.839
Ift27,0.81,0.847
Hivep1,0.25,0.981
Nol4l,0.13,0.99
Pick1,0.42,0.944
Pabpn1,0.0051,0.999
Fh1,-0.63,0.74
Ppp3r1,-0.73,0.788
U2af2,-0.33,0.956
Ick,0.58,0.914
Mcm3ap,-0.49,0.953
Phf12,0.72,0.865
Pex10,0.0044,1
Plekha5,-0.1,0.99
Gm21596,-0.11,0.989
RP23-360J20.1,0.75,0.804
Slc1a5,0.63,0.924
Taf1a,0.7,0.837
RP24-251F16.4,0.57,0.718
Zfp385a,0.06,0.992
Mrps10,0.72,0.734
Xpnpep3,-0.08,0.99
Lppos,-0.51,0.943
Abl2,0.85,0.839
Pacs1,0.72,0.864
Nab2,0.61,0.918
Rnf123,0.54,0.929
Zc2hc1a,-0.15,0.99
Mrpl30,0.66,0.734
Slc7a11,0.99,0.883
Mcts2,0.53,0.924
Vprbp,0.013,0.999
Dand5,-0.23,0.977
Fam13b,-0.71,0.884
RP24-499A8.3,-0.04,0.996
Mphosph9,0.48,0.948
Stbd1,0.91,0.858
Mrps35,0.74,0.748
Poc5,-0.67,0.827
Aste1,-0.67,0.892
St8sia4,-0.73,0.918
Pdha1,-0.67,0.734
RP23-65G17.3,-0.97,0.887
Polr3b,-0.021,0.998
Arih1,-0.9,0.814
Nr2c2ap,-0.54,0.897
Erlec1,0.55,0.934
Lypla1,-0.66,0.709
Klhl28,0.78,0.87
Mettl15,-0.59,0.936
Dbp,-0.8,0.819
Gmppb,-0.45,0.942
Tmem194,0.55,0.948
Washc1,-0.08,0.992
Zbtb37,1,0.841
Tceal1,-0.74,0.767
Cul4a,-0.72,0.801
Foxo3,0.48,0.948
Itpripl2,0.59,0.929
Slc27a1,-0.78,0.814
Kiz,0.087,0.99
Pdlim4,-0.6,0.679
Rubcn,-0.3,0.97
Slc20a1,0.5,0.93
RP24-291E8.2,0.29,0.961
Keap1,-0.65,0.748
Ermp1,0.59,0.944
Ints1,0.34,0.969
Glyr1,-0.65,0.705
Elk4,0.8,0.839
Rfc5,-0.52,0.944
Mon1b,0.19,0.986
Card9,-0.72,0.86
Cnst,0.064,0.993
Msrb2,-0.5,0.675
Ankrd37,0.74,0.899
Scyl2,-0.46,0.943
Ubqln4,0.57,0.916
U2af1,0.61,0.82
RP23-329K17.1,-0.77,0.762
Arhgap24,0.052,0.994
Ptger4,-0.68,0.92
AC161108.3,-0.73,0.849
Ap4b1,-0.018,0.998
Ldlrap1,0.76,0.809
Gmds,-0.62,0.931
Zbtb48,-0.76,0.881
Alg2,0.14,0.987
Bcl2l13,0.085,0.993
Creb3l2,-0.74,0.781
Tmem80,-0.25,0.975
Nsun2,-0.61,0.725
Cd320,0.8,0.809
Parg,-0.87,0.832
Fus,-0.61,0.73
Oaz1-ps,0.4,0.934
RP23-331D17.4,-0.49,0.943
Chst15,-0.38,0.949
Snrnp25,0.93,0.816
Zfp598,0.32,0.962
Dok1,0.61,0.797
Polr2f,0.54,0.719
Pvt1,-0.29,0.983
Ube2g2,-0.52,0.692
Mrps18b,0.3,0.956
Ddx54,-0.77,0.815
Ccdc94,0.16,0.986
St3gal4,-0.75,0.896
RP24-122D14.1,-0.44,0.954
Csf2rb2,-0.61,0.93
RP23-9L16.5,-0.69,0.769
Gsk3a,0.15,0.987
RP23-39I4.9,0.31,0.949
Rab10,-0.44,0.661
Slc7a6,0.37,0.965
Pwwp2b,-0.18,0.987
Prcc,-0.2,0.983
Aldh6a1,-0.78,0.768
Skiv2l2,-0.62,0.747
Bloc1s1,0.5,0.914
C5ar2,0.39,0.943
Lats1,-0.73,0.847
Ndor1,-0.57,0.927
Cetn4,0.094,0.99
Coq4,0.84,0.879
Cbwd1,-0.26,0.979
Slc25a51,0.71,0.82
Tacc1,0.45,0.669
Shoc2,0.68,0.747
Pkd1,0.3,0.973
Katnbl1,-0.85,0.82
Marveld2,0.82,0.885
Cnot3,0.69,0.814
AC087115.1,-0.32,0.964
Sirt7,-0.49,0.661
Zfp780b,-0.23,0.977
Memo1,-0.72,0.8
Fbxo32,-0.66,0.919
Ppdpf,-0.72,0.772
Twf1,0.7,0.755
Xpo4,-0.64,0.917
Hist1h1d,-0.26,0.986
Slc35d2,0.011,0.999
Gtpbp6,-0.68,0.853
Rpap3,0.72,0.814
Rc3h1,0.76,0.849
Zfp644,0.61,0.723
Cpt1a,0.61,0.923
Atg13,-0.69,0.865
Faap100,-0.71,0.856
Ift81,0.62,0.917
C2cd3,-0.68,0.862
Ipcef1,0.58,0.923
Wwp1,-0.84,0.808
Rplp2,0.53,0.656
Arl6ip6,0.61,0.865
Exoc6,0.74,0.813
Rpusd1,-0.6,0.883
Rnls,-0.27,0.977
Slc25a38,-0.77,0.777
Pptc7,-0.62,0.878
Rbm19,0.33,0.964
Mpdu1,-0.39,0.943
Plin2,0.65,0.722
Arhgef18,-0.016,0.999
Trim41,0.25,0.982
Ccdc61,0.39,0.949
Ganab,0.69,0.759
Rpl38,0.62,0.718
Lfng,0.58,0.892
Wscd1,-0.45,0.943
Ndufaf3,-0.66,0.733
Psmf1,0.62,0.725
Supt6,-0.78,0.853
Lonp2,-0.59,0.706
Pop4,0.78,0.787
Adrbk2,-0.74,0.874
RP23-389J8.4,-0.68,0.932
Fndc3b,0.79,0.858
Fbxo11,0.93,0.837
Pou2f1,0.68,0.867
Ch25h,1.2,0.943
Otud7b,0.06,0.993
Slc16a3,0.09,0.99
CAAA01180111.1,0.73,0.763
Them4,-0.58,0.928
Zfp961,0.38,0.948
Hddc2,0.82,0.803
Foxk2,0.48,0.931
Pdcd4,0.7,0.745
Armcx2,-0.17,0.987
RP23-17C12.7,-0.13,0.989
Zfand1,0.67,0.882
Dcun1d4,-0.67,0.886
Zkscan17,0.13,0.989
Zfp931,-0.67,0.894
Ttll1,0.72,0.847
Nmnat1,-0.82,0.84
Nrm,-0.51,0.725
Hnrnpf,-0.47,0.704
Cep70,-0.77,0.761
Pacrgl,-0.73,0.853
Slc27a4,-0.14,0.987
Ncaph2,0.63,0.74
Pddc1,0.67,0.8
WI1-1003N17.1,-0.07,0.99
Usp46,-0.36,0.959
Prkar2a,-0.58,0.931
Slc25a10,0.82,0.849
Ddt,-0.42,0.94
Rab3a,-0.55,0.916
Acvr1,-0.83,0.834
Rpl8,0.51,0.666
Hdac9,0.65,0.918
Rnf31,0.19,0.987
Vaultrc5,0.46,0.924
Snx14,-0.65,0.74
Tbl2,-0.69,0.819
Kcnq1ot1,1.1,0.819
Map2k2,0.57,0.695
Ddx24,-0.5,0.686
Mrps9,-0.82,0.823
Med13,-0.91,0.816
Kcmf1,-0.61,0.711
RP23-78N8.3,0.56,0.933
Cep135,-0.56,0.943
Nrip1,-0.6,0.656
Ide,-0.69,0.767
RP23-46L17.6,0.67,0.901
Slc15a3,0.74,0.745
Mtfr1l,-0.48,0.666
Stip1,-0.7,0.808
Zc3h18,-0.7,0.917
Supt7l,-0.37,0.952
Tnks,0.76,0.817
Rmnd1,-0.64,0.829
Spag9,0.66,0.714
Sp1,0.89,0.815
Cdk8,0.21,0.98
Cds2,0.69,0.801
B4galt6,0.89,0.827
Usp42,-0.017,0.999
Dvl2,0.39,0.949
Tnpo3,-0.69,0.738
Lrrc47,-0.39,0.949
Tmem150a,-0.6,0.911
Mettl25,0.59,0.909
Eif2b4,-0.63,0.723
Btd,0.72,0.792
Rpap1,0.37,0.968
Fam63a,0.77,0.866
Pde3b,-0.68,0.671
Vmac,0.5,0.918
Nupl2,-0.3,0.966
Map2k4,-0.63,0.745
Dusp19,0.68,0.899
Atp5sl,-0.63,0.841
Lnpep,-0.042,0.996
Smarcc1,0.72,0.812
Ubxn2b,0.69,0.765
Pcyt2,-0.68,0.81
Eogt,0.4,0.943
Rab43,0.72,0.903
Alg8,-0.84,0.814
Scarb1,0.75,0.815
Miip,0.66,0.829
Zscan18,0.43,0.953
Tmem156,0.37,0.95
Gtf3c5,0.42,0.967
Trim56,-0.11,0.99
Psmg4,0.72,0.772
Dynlt1f,-0.0083,0.999
Rnf130,-0.36,0.616
Pcnt,0.73,0.814
Ppat,-0.88,0.916
Bach2,0.8,0.849
Ccdc85b,-0.085,0.99
RP24-408B13.1,0.44,0.943
Lsm1,-0.62,0.718
Zfp956,0.31,0.964
Tradd,-0.53,0.896
Slc35e1,-0.71,0.774
Tia1,-0.67,0.745
Cep44,-0.13,0.989
Zfp414,-0.16,0.986
Tgs1,0.53,0.68
Disp1,0.31,0.959
Crem,0.8,0.87
Tsen2,-0.61,0.9
RP23-6P9.7,-0.4,0.945
Gnb1l,-0.69,0.898
Git1,-0.52,0.92
Gab3,-0.63,0.896
Gpank1,-0.64,0.867
Jak2,-0.53,0.918
Dlg3,0.1,0.99
Gpx3,-1.5,0.927
RP24-87A4.1,0.71,0.875
Zfp810,-0.79,0.793
Acsl4,0.61,0.755
Pitrm1,-0.79,0.815
Dck,0.54,0.895
Leo1,-0.68,0.771
Armc3,-0.73,0.776
Nsun3,0.37,0.963
Gosr1,-0.68,0.779
Rpap2,-0.74,0.849
Zfp429,0.83,0.879
Ccdc88a,0.63,0.755
Bag3,0.7,0.86
Rfx7,-0.1,0.99
Nlrp1b,-0.49,0.928
Cisd3,-0.59,0.853
Msh3,0.65,0.904
Zfp758,0.71,0.874
Zer1,0.4,0.952
Map7,-0.49,0.93
Nfrkb,-0.53,0.924
Mrps36,-0.18,0.979
Cptp,0.67,0.878
RP23-27D5.2,0.64,0.931
Pcyox1l,-0.61,0.902
RP24-93H15.3,0.0093,0.999
Prpf38b,0.54,0.71
Usp45,0.33,0.964
Ltn1,-0.74,0.842
RP23-32L21.4,0.39,0.957
Rgs7bp,0.044,0.997
Atp1a2,-0.67,0.911
Larp1,0.57,0.897
Rrm1,-0.77,0.816
S100a10,-0.79,0.819
Lrrc75a,-0.75,0.84
Oard1,-0.59,0.694
RP23-239I17.4,1.1,0.916
Mbp,-1.5,0.741
Rp2,-0.61,0.686
Rxra,0.48,0.929
Rbl1,0.15,0.987
Tbc1d8,-0.67,0.768
Chd1l,-0.45,0.943
Cacul1,-0.57,0.895
Slc36a4,0.73,0.846
Zfp846,-0.61,0.919
Tns1,0.64,0.892
Zfp386,-0.8,0.755
Rgmb,-0.68,0.736
Mta1,-0.031,0.997
R3hdm2,0.076,0.99
Map3k5,-0.31,0.974
Fhad1,0.42,0.942
Snx19,-0.66,0.851
Ifit2,0.94,0.885
Tmem17,-0.27,0.972
Il6st,0.62,0.702
Cdan1,-0.018,0.998
Fam135a,0.028,0.997
Abcd2,0.61,0.696
Trim39,-0.34,0.96
Vps33b,-0.64,0.916
Dock1,0.71,0.847
Arid3b,-0.67,0.829
Vps26b,-0.7,0.878
Twnk,0.11,0.99
Lin37,-0.38,0.931
RP23-81F19.1,-0.05,0.993
Tmsb10,0.63,0.811
Fbxw7,0.26,0.968
Gltp,0.43,0.644
Grwd1,-0.79,0.84
Ankrd39,-0.084,0.991
Cnn2,0.79,0.812
Azin1,0.62,0.735
Nup160,-0.33,0.953
Chd8,0.6,0.919
Hace1,-0.22,0.979
Lrpprc,-0.72,0.853
Aven,0.66,0.915
RP23-92G13.4,0.81,0.755
Slc30a5,-0.82,0.755
Kbtbd4,-0.72,0.801
Sergef,-0.41,0.938
Nadk2,-0.59,0.882
Parp9,0.64,0.748
Blcap,-0.61,0.88
Lmf1,-0.57,0.738
Dhrs3,0.49,0.675
Sept11,0.14,0.987
Map4k3,-0.63,0.812
Auh,0.62,0.75
Pitpnm1,0.27,0.973
Sbds,-0.43,0.676
Mettl18,0.59,0.922
Ipo8,-0.53,0.93
Il6,-0.64,0.93
Atad2,-0.055,0.993
Srsf7,-0.48,0.625
Ddhd2,0.71,0.809
RP23-370G17.4,-0.8,0.883
RP23-140G16.1,-0.61,0.838
Cables1,-0.53,0.691
Pdxk,-0.63,0.853
Rbm12b2,-0.27,0.967
Tnni2,0.64,0.865
Tln2,0.79,0.74
Tbc1d25,0.26,0.977
Parp10,-0.3,0.965
Def6,-0.61,0.864
Tuba1b,0.41,0.663
Mrpl23-ps1,0.51,0.887
Trim68,-0.079,0.99
Clk2,-0.64,0.775
Cracr2b,-0.51,0.896
AC164158.1,0.36,0.935
Edn1,-0.25,0.977
Rab5c,0.26,0.964
Bcas3,-0.7,0.841
Crtc2,-0.64,0.844
Larp4b,-0.66,0.738
Cd209f,-2.7,0.743
Apool,-0.73,0.792
Pigg,-0.31,0.964
Nova1,0.34,0.947
Msh2,-0.61,0.842
Sp4,0.34,0.95
Supt3,-0.62,0.864
AC161342.2,-0.76,0.774
Gtpbp8,-0.68,0.829
Rnf10,0.6,0.841
Dmtn,-0.24,0.972
Mien1,0.56,0.696
Kpna6,-0.027,0.998
Nmi,-0.7,0.739
Lrrc39,0.65,0.895
Znrd1,0.61,0.717
Ankrd26,-0.64,0.849
Immp2l,0.67,0.875
Cdh23,0.38,0.943
RP23-307M2.1,0.67,0.755
Invs,0.4,0.951
Polr1a,-0.68,0.799
Fastkd3,-0.68,0.909
Cbr4,-0.46,0.94
RP23-366O14.6,0.59,0.887
RP23-419P16.9,3.8e-4,1
RP24-221D13.1,-0.26,0.957
Zswim4,0.45,0.934
Dxo,-0.55,0.908
Polr1d,0.59,0.706
Eps8,0.64,0.895
Nrp1,0.65,0.73
AC155163.2,0.29,0.968
Fktn,-0.5,0.924
E4f1,-0.74,0.858
Chchd5,-0.74,0.85
Ap1g1,-0.85,0.817
Ap5z1,0.63,0.906
Lrif1,-0.71,0.773
Zfp637,-0.6,0.733
Msl2,-0.5,0.933
Ado,0.67,0.847
RP23-37J21.3,-0.62,0.74
Zfp809,-0.37,0.948
Ppp4r2,0.31,0.962
Smpdl3b,0.68,0.858
Mecr,0.52,0.902
Itfg2,-0.62,0.917
Tcf7l2,-0.67,0.827
Ccdc58,0.62,0.84
Zfp91,0.59,0.754
Gss,-0.56,0.903
Tyw3,-0.41,0.948
Rhbdd3,0.62,0.873
Cep57l1,0.17,0.987
Dock11,0.71,0.832
Polr2m,-0.68,0.718
Haus8,-0.25,0.974
Nfyc,0.62,0.832
Mboat7,-0.57,0.723
Sri,0.43,0.656
Ddx55,0.71,0.833
Tfb1m,0.55,0.954
Ankib1,-0.61,0.906
Zfp866,0.58,0.899
Kbtbd3,0.74,0.796
Macf1,0.63,0.666
Narf,-0.69,0.734
RP23-77H12.1,0.26,0.966
Rrm2b,-0.43,0.94
Ptgr1,-0.31,0.967
Taf8,-0.58,0.891
H2-Aa,-4.4,0.825
Il1rl2,-0.63,0.838
Fnbp1,0.68,0.797
Cops7b,-0.77,0.829
Rpusd4,-0.74,0.87
Morc2a,-0.087,0.99
Bc1,0.24,0.986
Gnb2l1,0.63,0.69
Mbd4,-0.59,0.928
Sec61a1,-0.61,0.706
Dgcr6,0.22,0.966
Cpe,-1.7,0.776
Gne,-0.7,0.84
Spryd7,0.63,0.874
Srebf1,-0.68,0.884
Snip1,-0.66,0.796
Stk11,0.091,0.99
Zc4h2,0.13,0.989
Sh3bp2,0.43,0.934
Emc3,-0.49,0.676
Slc8a1,0.18,0.987
Tex2,-0.014,0.999
Pelp1,-0.26,0.966
Rmnd5a,-0.5,0.933
Pts,-0.58,0.68
Usp1,0.7,0.816
Hsd17b11,0.62,0.886
Smox,-0.51,0.684
Tmem67,-0.047,0.996
Ciz1,-0.54,0.885
Ibtk,0.63,0.878
Slc39a14,-0.45,0.938
Exosc2,-0.61,0.842
Cd274,0.41,0.932
Slc7a6os,-0.71,0.832
Gpatch2,-0.7,0.822
Zfp868,-0.68,0.86
Pnp,-0.41,0.646
Cp,0.43,0.947
Trpm7,-0.67,0.761
Gnl3l,0.29,0.966
Aip,0.64,0.805
Nln,-0.67,0.877
Ptbp1,-0.47,0.895
Bckdhb,0.43,0.929
Fam126a,-0.63,0.883
Hs6st1,-0.67,0.804
Nudt19,0.84,0.811
Mgme1,-0.63,0.75
Dcp1a,-0.29,0.977
Ap5m1,-0.75,0.883
Cdk5r1,-0.6,0.895
RP24-420A20.8,-0.016,0.999
Ddx41,-0.66,0.776
Scarf2,-0.51,0.924
Trmt2a,-0.52,0.696
RP23-105K2.3,-0.03,0.997
Rc3h2,0.64,0.879
Cd99l2,-0.51,0.938
Zfp422,0.7,0.723
Zfp367,0.42,0.948
Ubtf,-0.57,0.744
Fry,-0.11,0.99
H2-Q6,0.35,0.956
Ptdss1,-0.59,0.761
RP23-33N12.2,-0.26,0.972
Cdkn2c,-0.18,0.987
Narfl,0.66,0.777
Atg4c,-0.13,0.987
Lbx2,-0.51,0.938
Tgif2,-0.41,0.932
Ccdc134,-0.62,0.847
Nfix,-0.66,0.798
Orc6,-0.65,0.853
Gphn,-0.54,0.911
Dtwd1,-0.61,0.899
Sars2,0.34,0.963
Pld2,0.41,0.931
Fam26f,-0.81,0.815
Agl,0.42,0.948
Csk,-0.62,0.793
RP23-394K2.4,-0.27,0.968
Chsy1,0.73,0.815
Hck,-0.41,0.661
Hgh1,-0.067,0.991
Adk,-0.77,0.883
Utp6,0.54,0.919
Cryl1,-0.46,0.694
Ercc4,0.44,0.935
Sos2,0.35,0.959
RP23-95L9.5,0.028,0.997
Lsm14a,0.64,0.734
Slc44a2,0.58,0.836
Fam45a,-0.49,0.694
Gm27676,-0.54,0.849
Insr,-0.52,0.93
Ngfrap1,0.83,0.827
Sppl2a,-0.58,0.706
Cstf2,-0.55,0.854
Xpr1,-0.47,0.938
Nfil3,-0.45,0.946
Oser1,0.33,0.942
Snx4,-0.6,0.733
Cd276,-0.77,0.886
Pou2f2,0.64,0.731
Smg6,-0.76,0.815
Nadsyn1,0.077,0.99
Cnnm3,-0.0083,0.999
Pla2g7,-1.4,0.774
Ulk1,0.54,0.923
Ptprm,-0.74,0.815
Ptprc,0.4,0.635
Heatr1,-0.46,0.929
Tspan33,-0.59,0.825
RP24-547D11.2,0.77,0.841
Hk3,-0.6,0.739
Epn2,-0.61,0.893
Asap3,0.08,0.99
Oat,-0.58,0.721
Spin1,-0.72,0.819
Tnfsf12,-0.41,0.93
Tmem127,-0.63,0.881
Enox2,0.42,0.923
RP24-179I4.3,-0.23,0.986
Zfp87,-0.5,0.906
Rrn3,0.4,0.942
Fam96a,0.48,0.692
Tle3,-0.72,0.885
Ralgds,0.16,0.987
Ctsd,0.61,0.536
Zdhhc3,0.64,0.837
Vac14,0.63,0.765
Fgd4,-0.62,0.806
Nif3l1,-0.45,0.948
Dyrk4,-0.22,0.98
Cox19,-0.76,0.855
Adnp2,0.46,0.932
Mthfd1l,0.015,0.999
Phpt1,0.5,0.895
Sipa1l2,0.72,0.769
Zfp410,-0.58,0.748
Usp11,0.54,0.892
Dpp7,0.61,0.743
Atg4d,0.5,0.887
Sass6,-0.11,0.988
Prdm1,-0.69,0.839
D2Wsu81e,0.66,0.838
Fam76a,-0.68,0.806
RP23-349B16.3,0.43,0.936
Sfi1,-0.47,0.924
Epha2,-0.34,0.961
Terf2,0.61,0.919
Itpk1,-0.63,0.829
Hif1an,0.66,0.899
Selenbp1,0.11,0.99
Msantd2,-0.59,0.898
Nubp2,-0.64,0.739
Zfp397,-0.68,0.801
Ubl3,-0.41,0.644
Rad17,-0.71,0.82
Aak1,-0.28,0.968
Jade1,-0.37,0.948
Ipo5,-0.72,0.877
Rhno1,-0.61,0.856
AC113069.6,0.19,0.98
Pcgf3,0.13,0.988
