gene_name,logFC,adj.P.Val
RP23-312H15.4,0.43,0.949
Ddx23,0.94,0.755
Xiap,-1,0.717
Cyth3,-0.78,0.653
Zfp202,-0.74,0.908
Fnip2,-0.52,0.94
RP24-227O16.1,-0.45,0.953
Acad9,0.3,0.967
Ulk1,-0.99,0.795
Cmtm4,-0.84,0.892
Lss,-0.38,0.971
Tbc1d8,0.75,0.667
Capn15,-0.91,0.898
Hdlbp,-0.68,0.627
Helq,-0.21,0.982
D230017M19Rik,-0.16,0.989
RP23-366O14.6,-0.86,0.767
Lncpint,-1,0.854
Naaa,0.75,0.644
Bach2os,-0.44,0.949
Ino80b,-0.75,0.866
Htatsf1,0.69,0.663
Wdr81,-1.1,0.789
RP23-95L9.5,-0.97,0.828
Rassf7,-0.66,0.941
Ckb,-0.44,0.496
Epha2,-1.1,0.83
Trim14,-0.85,0.901
Hnrnpul2,0.5,0.949
Tmem68,0.59,0.621
Trim56,-0.96,0.866
Ppie,0.78,0.654
Zfp607,-0.74,0.916
Plekhm1,0.59,0.921
Adsl,0.72,0.66
Ddx39b,-0.6,0.657
Slc17a5,-0.97,0.714
Tmem127,0.93,0.773
Mcm7,0.82,0.753
Armcx5,-0.97,0.848
Rnf10,-0.76,0.749
RP24-180C9.3,-0.59,0.943
Fmn1,0.44,0.954
Dusp8,-0.61,0.938
Tmem120b,0.71,0.906
Diaph1,-0.86,0.854
Coa5,0.81,0.681
Anp32e,-0.6,0.605
Ddx19a,-0.82,0.859
Urm1,-0.77,0.869
RP23-39F24.2,0.13,0.985
Metap1,0.95,0.747
Nsmf,0.086,0.99
Letm1,0.72,0.629
Slc41a1,-0.66,0.925
Zc2hc1a,-1.1,0.907
Cep112,0.75,0.897
RP23-327M1.1,0.12,0.99
RP23-159E10.1,-0.12,0.989
Gm5514,0.63,0.883
Zbtb26,-0.5,0.951
Spg7,-0.81,0.686
Ticam1,-0.71,0.882
Dlc1,-0.73,0.867
Kcnip3,-0.84,0.687
Zfpm1,-0.5,0.94
Lix1,0.64,0.941
RP24-530N5.3,-0.18,0.987
Kctd5,0.83,0.67
Rpp40,-0.33,0.975
RP23-144N15.11,-0.94,0.878
Tmem57,-0.83,0.714
Calcoco1,-0.094,0.99
Atp5l,0.12,0.987
Gtdc1,0.81,0.859
Exoc4,-0.87,0.7
Zfp963,-1.3,0.847
Zkscan7,0.52,0.943
Armc10,-0.88,0.757
Dtwd2,-0.37,0.961
Ccdc85b,0.69,0.884
Dlg3,-0.78,0.87
Haus5,0.17,0.986
Mtmr1,0.89,0.826
Sos1,-0.66,0.93
9130011E15Rik,0.63,0.943
RP23-457F4.2,-1,0.87
RP23-128P10.1,0.27,0.976
Tlr7,0.51,0.59
Mthfd1,0.84,0.751
Nup160,0.83,0.841
Fyn,0.98,0.772
RP23-413G8.2,0.84,0.859
Wdr83os,-0.72,0.801
Anapc1,-0.89,0.713
Asb7,-0.7,0.923
Numa1,-0.87,0.679
Nek4,0.73,0.882
Rgl3,-0.57,0.931
Gsg2,-1.2,0.823
Zfp788,-0.83,0.866
Tspan3,0.49,0.535
Zfp280b,0.17,0.982
Ift81,-0.62,0.931
Park2,0.42,0.96
RP24-343A12.1,0.39,0.96
Eps8l1,0.46,0.948
Tnpo1,-0.94,0.688
Smg8,1,0.848
Ppat,1.3,0.848
Per1,-0.94,0.775
Ttc3,0.84,0.67
Cdkn1b,-0.86,0.859
Pigh,0.79,0.678
Bpgm,0.87,0.803
Eif2d,0.93,0.733
Fahd2a,-1.1,0.87
Cep78,-0.45,0.953
Myo1f,0.47,0.56
Nsmce1,-0.67,0.615
RP23-359F12.1,0.81,0.694
Rpusd3,0.29,0.96
Ocln,-0.48,0.95
Yes1,-0.92,0.768
Slc25a29,-0.53,0.945
Uchl5,0.61,0.616
Pwwp2a,-0.63,0.605
RP23-5A19.7,1.1,0.757
Qsox1,-0.34,0.955
Jak1,-0.43,0.552
Cmya5,-0.23,0.982
Ralgapb,-0.16,0.987
Trim68,-0.85,0.86
Gnai3,-0.67,0.614
RP23-325M7.3,0.55,0.933
Epn2,-0.95,0.807
Cd22,0.95,0.831
Fbxo38,-0.76,0.664
Fmnl1,-0.58,0.903
Arl14ep,0.91,0.789
Gss,0.87,0.839
Gnl3l,-0.92,0.857
Noc4l,1,0.735
Sun1,-0.72,0.745
Mef2d,-0.76,0.74
RP23-346N8.2,-0.034,0.993
Atp5g2,-0.37,0.949
Ggps1,-0.64,0.621
Acad12,-0.72,0.895
RP23-114B10.4,-0.22,0.98
Tmem221,0.8,0.871
Sh2b2,-0.84,0.7
Ppp1r13b,0.77,0.762
Ppan,0.9,0.706
Ehhadh,0.29,0.972
Arl5a,0.97,0.823
Chek2,0.56,0.953
Atl3,0.47,0.945
Cluh,0.28,0.969
Cdk5rap1,-0.93,0.823
Dcps,-0.61,0.699
Hint1,0.59,0.567
Sdhaf1,0.79,0.733
CAAA01180111.1,-0.8,0.685
Nrd1,0.68,0.654
Commd2,0.71,0.608
Thyn1,-0.81,0.654
Nav3,-0.6,0.586
Ascc2,0.85,0.791
Zfp882,-1,0.803
RP23-230O9.15,-0.53,0.943
Ctps,0.61,0.936
Ppp2r3a,-0.87,0.857
RP23-85A17.3,-0.58,0.895
Uxs1,-0.65,0.922
Mmgt1,-1.2,0.822
RP23-1K14.1,0.61,0.928
Nutf2-ps1,-0.11,0.987
Rpp14,-0.83,0.672
Zbtb34,-0.78,0.906
RP23-424C4.5,-1.1,0.81
Senp1,-0.79,0.762
Rangap1,0.92,0.85
Nsun5,-0.68,0.681
Spata5,0.85,0.768
Nmrk1,-0.13,0.989
Gm10073,-0.21,0.973
Adipor1,0.44,0.539
Zswim7,-0.83,0.832
Zbtb8os,-0.71,0.698
Zfp146,0.052,0.993
Dusp5,-0.78,0.885
Ring1,0.16,0.98
Tbcel,-0.81,0.87
Abcc5,-0.7,0.656
Foxn2,0.59,0.922
Nthl1,0.17,0.981
Entpd5,-0.71,0.9
Cmpk1,0.66,0.614
Wipf2,0.54,0.943
Sephs1,0.81,0.757
Armc5,-0.82,0.682
RP23-58B7.2,0.43,0.937
Plxna4,-0.77,0.898
Lipe,-0.82,0.808
Usmg5,0.59,0.612
Tbc1d10a,-0.31,0.953
Kcnma1,0.19,0.981
Ablim1,-0.11,0.99
Foxk2,-0.79,0.849
Ddx28,0.93,0.823
Mppe1,0.34,0.958
Smc6,-0.53,0.604
Lrba,-0.99,0.652
Nup205,-1,0.856
RP23-45A13.4,-0.67,0.941
Tiparp,0.83,0.67
Inpp5a,0.52,0.941
Ptger3,-1.1,0.841
Mien1,0.62,0.605
Ptprs,0.83,0.854
Mcm9,-0.81,0.903
Optn,0.78,0.906
Kdelc2,-0.86,0.718
Ap3s2,-0.89,0.808
Kdelr1,0.31,0.97
Ppp1r16a,-0.43,0.943
RP24-81A5.2,-0.58,0.906
Acvr1b,-0.61,0.921
Tpst1,0.95,0.728
Tmem209,0.93,0.678
Cdk5rap2,-0.85,0.859
RP23-211P15.1,-0.87,0.735
Oasl2,-0.48,0.956
Stmn1,0.75,0.855
Cbx3,-0.054,0.992
Incenp,-0.85,0.885
Mrm1,0.75,0.832
Taf10,0.56,0.616
Ybx3,0.7,0.655
Cd209f,-3.5,0.882
Sepn1,0.45,0.951
Zfp329,0.91,0.777
Sp4,-0.74,0.872
Ptbp2,-0.85,0.791
Mical3,-0.52,0.943
Spag9,-0.71,0.625
Hcls1,0.53,0.626
Chd9,-0.65,0.579
Yif1a,0.59,0.593
Parp6,-0.22,0.976
Fgfrl1,0.18,0.984
Yod1,0.88,0.886
Cetn4,-0.74,0.911
Ptms,0.21,0.97
Rrm2b,0.85,0.854
S100pbp,0.048,0.993
Plau,0.86,0.854
Zfp358,0.65,0.859
Exoc8,-0.31,0.962
Nckap5l,-0.32,0.953
Zfp938,-0.99,0.724
Smpd4,-0.85,0.78
Fahd1,0.096,0.99
Adck4,-0.26,0.962
Jade1,-0.9,0.839
Dnttip1,-0.6,0.629
Otub1,0.54,0.608
Mitf,-0.97,0.855
Trmt11,-0.77,0.718
Lppos,0.75,0.904
Klhdc3,-0.68,0.674
Sdf2,0.62,0.605
Ccdc167,0.62,0.913
Igf2bp2,0.19,0.98
Nup214,-0.8,0.678
Zfp787,-0.98,0.792
Ncstn,0.61,0.573
Ube2i,-0.77,0.775
Bc1,1,0.884
Prr14l,-0.83,0.757
Tal1,0.52,0.939
AC132837.2,-0.78,0.805
Pigf,0.87,0.767
Zfp318,0.62,0.913
Apex2,-0.024,0.997
Cp,0.84,0.886
AC161108.3,0.82,0.796
Snx32,0.79,0.902
Mrs2,-0.85,0.795
Fam234b,-0.62,0.907
Usp36,0.89,0.796
Sema4c,-0.16,0.982
Isg20l2,-0.27,0.967
Zfp729b,-0.76,0.887
Tcf3,-0.69,0.667
Trmt2a,-0.56,0.603
Parp11,1,0.833
Trim13,-0.8,0.8
Zfp687,0.12,0.989
Fut8,0.92,0.801
Trrap,-1,0.762
RP23-432N1.10,0.38,0.955
Dock9,-1.4,0.805
Lig1,0.8,0.908
Naif1,-0.86,0.842
Nfatc3,-0.9,0.759
Npnt,-0.74,0.854
Bcl7c,0.34,0.949
Klhl2,-0.7,0.881
Rbm12b1,0.58,0.94
Chac2,-0.44,0.949
Gid8,0.8,0.791
Camkk1,0.82,0.906
Fam73b,0.23,0.975
Ninj1,0.5,0.554
Ikzf2,-0.89,0.84
Rilpl2,0.94,0.753
Cisd1,0.71,0.648
Ccdc124,-0.59,0.612
Kdelc1,-0.12,0.986
Smim4,0.95,0.755
RP23-319B15.9,0.35,0.965
Usp28,-0.26,0.976
Mllt1,0.95,0.843
Tatdn3,0.61,0.885
Qk,-1.1,0.536
Wdyhv1,-0.81,0.772
Rnls,0.37,0.956
Zfp407,-0.46,0.952
RP23-389J8.4,-0.82,0.919
Pvr,0.088,0.99
Hnrnpa0,-0.72,0.921
Ppih,0.53,0.929
Zmym6,0.14,0.987
S1pr2,-0.35,0.971
Gpx3,2.2,0.882
Ccdc126,1.1,0.854
Cyb561d1,-0.7,0.9
Tfb1m,0.76,0.944
Mycbp,-0.82,0.824
Htt,-0.32,0.96
Chd8,-0.9,0.848
Nfatc2ip,-0.04,0.994
Fcgr3,0.35,0.459
Zfp579,0.27,0.966
Nrde2,0.71,0.889
Tnfrsf12a,0.99,0.782
Specc1l,0.97,0.793
Taf4,-0.32,0.967
P2rx1,0.79,0.91
Cxx1b,0.36,0.945
Cdadc1,0.76,0.72
Samd4b,-0.75,0.859
RP23-338E5.2,0.53,0.614
RP24-456P10.1,0.86,0.87
Zfp39,-0.51,0.941
Acox1,0.81,0.735
Tmem19,0.73,0.73
Irf2,-0.48,0.595
Setd1b,0.075,0.99
RP23-116E3.2,0.53,0.599
Tmem87b,-0.71,0.678
Twnk,-0.59,0.934
Mmd,-0.48,0.95
Hscb,0.86,0.757
Pml,0.41,0.953
Trp53bp1,0.81,0.866
Ppp1r8,0.77,0.866
Ier3ip1,-0.54,0.57
Klhl22,-0.8,0.753
Zswim6,-0.84,0.898
Ilvbl,-0.58,0.622
Plp1,0.59,0.985
RP23-169H9.7,-0.7,0.835
Rpusd4,0.96,0.805
Dynlt1f,0.57,0.907
Dhx29,0.94,0.77
Arl6ip4,0.79,0.687
Rab3a,0.74,0.855
Fam129a,0.92,0.799
Tppp,-0.84,0.692
Sars,0.66,0.62
Rbm12b2,0.77,0.859
Fam213b,0.57,0.621
Mroh1,0.9,0.866
RP23-49H16.1,-0.51,0.945
Pold1,-0.066,0.992
Slx1b,0.56,0.934
Mad2l1,-0.86,0.88
Apool,0.83,0.716
Slc13a3,-0.34,0.958
AC015800.4,-0.52,0.941
Zfp212,0.38,0.951
Cd81,0.44,0.447
Pcgf3,0.94,0.832
Trmt2b,-0.88,0.792
Morc2a,-0.76,0.871
Lbh,0.47,0.941
Cby1,-0.78,0.83
Supt7l,0.75,0.859
Ndufb5,0.56,0.608
Pitpnm1,-0.87,0.828
Lrig3,-0.16,0.982
Fzr1,0.77,0.674
Bbs7,0.001,1
Pmm2,0.73,0.65
Kdm3a,-0.67,0.672
Zfp598,-0.55,0.925
Uba6,0.71,0.894
Nudcd1,-0.92,0.878
Ubr7,-0.87,0.832
Scpep1,0.59,0.645
Aatf,-0.66,0.674
Cops5,-0.57,0.619
Map4,-0.79,0.654
Zfp385a,0.43,0.928
RP23-437A9.3,-0.61,0.614
Cenpq,0.74,0.941
Scoc,-0.42,0.554
Limk1,-0.89,0.768
Sirt1,-1,0.794
Zfyve26,-0.17,0.981
Hspb11,0.88,0.889
Zfp113,-0.76,0.859
Copb1,-0.52,0.592
Cdc14a,0.12,0.989
Aldh18a1,-0.81,0.801
Ints1,0.52,0.943
Card6,0.79,0.823
Rab5b,0.69,0.898
RP23-210M6.5,-0.98,0.823
Pde4dip,0.83,0.733
Armcx2,0.17,0.981
Gabbr1,-0.83,0.843
Snrpa1,0.61,0.625
Terf2,-0.96,0.852
Ppdpf,0.77,0.723
Tmem14c,0.61,0.605
Mterf1a,-0.29,0.963
RP23-85E24.2,0.12,0.984
Syngr2,0.39,0.516
Tmem194,0.42,0.958
Zfp354a,-0.57,0.949
Nav1,-0.49,0.941
Fbrsl1,-0.67,0.641
RP23-452K4.2,0.49,0.576
Ddb1,0.66,0.677
Ggnbp1,0.17,0.982
Nomo1,-0.07,0.99
Pgm1,-0.82,0.729
Tusc3,-0.7,0.747
Bphl,0.97,0.743
RP24-499A8.3,-0.26,0.966
Cnnm2,0.46,0.953
Parp4,-0.2,0.976
Prrc2b,-0.47,0.952
Acaa2,-0.77,0.683
Abhd8,-0.15,0.981
Nupl2,0.7,0.884
Oxsm,0.64,0.916
Bptf,-0.95,0.667
Dnaja3,-0.66,0.654
Dhx40,0.086,0.99
Pbx3,0.71,0.919
Wdr6,0.02,0.997
Zkscan17,-0.54,0.929
Map2k7,-0.65,0.898
Armc9,-0.0092,0.999
Ift172,-0.19,0.977
Zfp111,0.44,0.945
Mrps26,0.69,0.648
Fam53c,0.69,0.892
Il6,-1.1,0.843
RP23-200C3.5,-0.81,0.898
Rpap1,-0.41,0.96
Ubash3b,-0.55,0.613
RP24-173B18.2,0.43,0.945
RP23-459L15.3,0.0022,0.999
RP23-127E21.1,-0.74,0.733
Pex1,-0.24,0.972
Arhgef4,-0.78,0.907
Med23,-0.16,0.984
Ophn1,-0.43,0.566
Adck3,0.94,0.823
Zfp954,-0.72,0.886
Grap,-0.57,0.612
Idua,0.66,0.748
Mcm6,1,0.808
Gabpb2,0.82,0.866
Uqcc2,0.6,0.614
Tpk1,-0.79,0.868
Pttg1,-1,0.654
Adk,0.97,0.867
RP24-239J20.1,0.18,0.975
Mical1,0.86,0.866
Pigo,-0.065,0.99
Tgfb1,0.78,0.794
Cd276,-1,0.829
Mcm3ap,0.5,0.948
Abcc10,0.33,0.951
Prmt3,-0.78,0.729
Mttp,0.78,0.831
Prickle3,-0.27,0.974
Ppp2ca,-0.44,0.546
Trim41,-0.22,0.979
Lrrc75a,-0.84,0.769
Atg2b,-0.21,0.976
Gm6563,0.056,0.99
Fuk,-0.42,0.954
Ints12,0.69,0.729
Mesdc2,0.6,0.62
Zfp738,0.95,0.84
Pik3r4,-0.77,0.878
Ubxn1,0.6,0.614
Snrpd2,0.66,0.699
Aff1,-0.74,0.795
Xkr8,-0.41,0.949
Poldip3,0.71,0.654
Rps19-ps6,0.57,0.896
Pelp1,0.58,0.913
Phgdh,0.58,0.619
Slc7a6os,0.83,0.762
Pebp1,0.76,0.788
Cln8,0.62,0.605
Ccdc94,0.41,0.928
Pafah1b2,0.6,0.631
Hinfp,0.24,0.975
Mrpl52,0.55,0.614
Cog6,0.74,0.69
Itpkb,0.67,0.926
Ccdc71,0.6,0.886
Plcg1,-1,0.807
Zfp949,-0.22,0.978
RP24-122D14.1,0.59,0.933
Tmem156,-0.45,0.941
Rab34,0.77,0.757
Rcbtb1,0.12,0.986
Hlx,-0.1,0.987
Ccl7,1.3,0.974
RP23-403O11.1,-0.74,0.841
Fto,0.62,0.682
Bri3,-0.44,0.929
Vbp1,-0.55,0.586
Zfp959,0.92,0.795
Ccdc162,-0.71,0.874
Rbm15,-0.5,0.942
RP24-320O9.1,-0.18,0.98
Pard3b,-0.87,0.757
Msl3l2,-0.66,0.924
Rpl39,0.69,0.753
Mospd2,-0.65,0.877
Paf1,0.68,0.687
Ap4b1,-0.28,0.96
Arl2,0.69,0.703
Cdk10,-0.75,0.706
Lrrc59,0.58,0.619
Zfas1,0.72,0.81
Iars2,-1,0.764
Trp53rkb,0.56,0.924
Ctdnep1,-0.66,0.865
Smarcd1,-0.7,0.78
AC109152.2,-0.89,0.773
Zbtb45,0.68,0.857
Setx,-0.76,0.867
Rsbn1l,0.72,0.737
Prdm10,0.49,0.939
Tlr12,-0.2,0.975
Rnaseh2c,0.64,0.65
Larp1,-0.71,0.858
Sik2,-0.91,0.713
Mtfr1,-0.83,0.823
Cdan1,0.49,0.92
Tnip2,0.59,0.656
Zfp606,-0.9,0.818
Gatsl3,-0.89,0.876
Vps36,-0.59,0.626
Skp2,0.78,0.904
Kdm4b,-0.22,0.972
Mapkapk3,0.73,0.792
Plxdc1,0.71,0.67
Tcp11l1,-0.67,0.869
Hmbox1,-0.81,0.823
Anxa6,-0.73,0.753
Exoc1,-0.68,0.7
RP23-77H12.1,-0.61,0.895
Mtus1,-0.49,0.554
Psd4,-0.94,0.766
Pygl,-0.65,0.91
Rfc5,0.75,0.898
Mthfd2l,-0.1,0.989
Hmgxb3,-0.8,0.855
Znrd1as,-0.6,0.906
Mapk7,0.9,0.778
Zfp763,0.58,0.929
Bcl9,-0.77,0.816
Usp2,-0.42,0.554
Il11ra1,0.58,0.664
Nfkb2,0.76,0.845
RP23-394K2.4,0.73,0.874
Fam210b,0.73,0.866
Asap3,-0.81,0.859
Ahsa1,0.53,0.617
Xpo4,-0.61,0.92
Tob1,-0.66,0.904
Dfna5,-0.45,0.943
Zfp280c,0.53,0.941
Rps24,0.55,0.61
Prss36,0.48,0.94
Washc1,-0.25,0.972
Pced1a,0.68,0.866
Gm21596,0.1,0.986
Slc25a51,0.74,0.78
Slc20a1,0.44,0.939
Prcc,0.32,0.952
Acads,-0.34,0.943
Saysd1,-0.62,0.625
Ttll1,-0.77,0.839
Txnl4a,0.66,0.664
Erh,-0.52,0.884
WI1-1003N17.1,0.27,0.953
Stk11,-0.76,0.89
Rdh10,-0.73,0.887
Hirip3,-0.16,0.984
Gm6467,-0.52,0.886
Atf1,-0.81,0.757
Pus10,-0.9,0.854
Taok1,-0.82,0.69
Dand5,0.2,0.974
Pank3,-0.96,0.848
RP23-392O3.3,-0.075,0.99
Cox11,-0.42,0.953
Timm17b,0.58,0.65
Cnot6l,0.7,0.665
Stat6,-0.63,0.615
Kmt2b,0.14,0.984
Dclre1c,0.74,0.711
Zfp707,0.44,0.945
Fbxo31,0.65,0.863
Psma2,0.47,0.56
Srfbp1,-0.73,0.827
Mrpl9,-0.7,0.722
Cdv3,0.77,0.82
Alg2,-0.2,0.974
Acbd5,0.62,0.69
Pyroxd2,-0.71,0.879
RP23-135G19.1,-0.52,0.945
Firre,0.68,0.882
Nat10,0.5,0.929
Ndufs8,0.55,0.582
Haghl,0.63,0.857
RP24-179I4.3,-0.7,0.925
Bbs9,0.59,0.634
Iqgap3,-0.36,0.956
Nr2c2ap,0.55,0.884
Sars2,-0.44,0.949
Tmem29,0.88,0.771
Dtwd1,0.82,0.844
Pafah1b3,0.66,0.67
St3gal4,0.46,0.946
Rubcn,0.59,0.913
Itch,0.67,0.623
Asb3,-0.72,0.69
Sfi1,-0.75,0.808
Tmem38b,-0.47,0.929
Tspan32,-0.78,0.75
Wdr47,-0.7,0.916
Rnpc3,-0.78,0.777
Sos2,0.72,0.897
Vdac2,0.41,0.554
RP23-370G17.4,-0.97,0.827
Klhl42,-0.2,0.977
Mlh3,0.51,0.929
Rasal3,-0.58,0.597
Sec61g,-0.046,0.991
Zfp414,0.36,0.943
RP24-550H10.3,0.11,0.989
Nme7,0.22,0.972
Abhd3,0.11,0.99
Pick1,0.16,0.98
Adar,0.73,0.8
Nup43,0.94,0.866
Ube2n,0.65,0.757
Cltb,0.57,0.681
Tyw5,-0.82,0.805
Disc1,-0.52,0.941
RP23-349D13.3,0.3,0.954
Lnpep,-0.42,0.945
Stk40,0.8,0.808
Mllt6,0.075,0.99
Thap11,-0.75,0.654
Cep164,-0.88,0.759
Neil1,0.69,0.922
Limd1,0.045,0.993
Gcnt2,0.65,0.67
Wdr5b,-0.47,0.941
Szrd1,0.41,0.942
Ubqln2,0.56,0.92
Stx16,0.13,0.984
RP23-45G16.6,-0.66,0.88
Zfp655,-0.61,0.669
Ing3,-0.68,0.81
Cpt1a,-0.61,0.913
Nucb1,0.52,0.554
Spns3,0.49,0.929
RP24-233B16.6,0.66,0.874
Ttc8,-0.64,0.855
Zfand1,-0.7,0.865
Slc35a2,-0.68,0.685
Zmym1,-0.36,0.961
Pgam5,-0.82,0.735
Vps37b,-0.57,0.614
RP24-310D17.9,0.018,0.997
Slc7a6,-0.72,0.896
St5,0.65,0.867
Srp68,-0.58,0.621
Ubap2,0.63,0.881
Pola2,0.74,0.807
Nfrkb,0.68,0.87
Slc45a4,0.76,0.757
Vps13c,0.79,0.861
Bcl2l13,0.27,0.975
Mov10,0.43,0.945
Lfng,-0.63,0.854
Fam50a,0.51,0.614
Wdr91,-0.8,0.841
Polrmt,0.64,0.923
Snip1,0.74,0.757
Pkd1,0.012,0.998
Oaz1-ps,0.33,0.942
Aven,-0.79,0.88
Vps26a,0.51,0.605
Trim24,-0.47,0.938
Got2,-0.51,0.907
Slc27a4,0.23,0.964
Cep192,-0.69,0.69
Arhgef25,0.53,0.942
Dennd6a,0.6,0.672
Nt5c3,0.81,0.722
Rpusd1,0.62,0.859
RP23-245B21.3,-0.79,0.823
Gnptg,0.54,0.605
Cmc4,0.5,0.925
RP23-419P16.9,-0.48,0.941
Zfp994,-0.86,0.782
Fbxo21,-0.53,0.945
Pcnx4,-0.82,0.823
Icosl,-0.61,0.855
Mks1,0.56,0.911
Smim13,0.68,0.875
Ppfia1,-0.86,0.792
Kif1b,-0.88,0.757
Arhgap30,-0.67,0.652
Pprc1,0.5,0.925
Efnb1,-0.62,0.866
Trub2,0.13,0.984
Tti2,0.025,0.995
Zfp30,-0.14,0.986
Zfp322a,-0.68,0.843
Disp1,0.54,0.903
Rapgef2,0.55,0.907
Ppp4r2,0.49,0.936
RP24-155O13.4,0.75,0.792
Sirt3,-0.72,0.714
Lyrm9,-0.77,0.808
Nrbf2,0.38,0.945
Ash1l,-0.71,0.641
Cbr4,-0.64,0.904
Clic4,0.85,0.817
Agap3,-0.57,0.874
Tbca,0.58,0.619
Mpdu1,0.39,0.938
Zbtb44,-0.89,0.827
Vkorc1l1,0.43,0.941
Rnf31,-0.62,0.913
Setd3,0.65,0.653
Nudt4,0.64,0.701
U2af2,0.13,0.982
Arhgap11a,-0.72,0.833
Psme1,0.52,0.593
Pnpt1,-0.76,0.772
Setd4,0.12,0.982
E2f4,-0.62,0.811
Ero1lb,-0.7,0.831
Padi2,-0.28,0.956
Pdhb,0.5,0.605
Mettl3,-0.68,0.808
Ggcx,-0.74,0.775
Igf1r,-0.6,0.925
Glrx,-0.26,0.953
Tbc1d1,-0.47,0.931
Tubgcp5,-0.52,0.613
Cox20,0.51,0.615
Ddb2,0.81,0.814
Cmip,-0.7,0.682
Cox18,0.73,0.857
Stxbp1,-0.026,0.995
RP24-276H6.1,-0.66,0.87
Rapgef5,-0.57,0.62
RP23-218K15.3,0.3,0.955
Elac1,0.17,0.98
RP24-420A20.8,-0.57,0.913
Gpalpp1,0.73,0.838
Rrp9,0.74,0.855
Sergef,0.58,0.884
Cbr2,-0.043,0.997
Wdr89,-0.48,0.916
Zfp770,-0.82,0.841
Naip5,-0.77,0.762
Trim39,0.55,0.924
Rin3,-0.68,0.823
Ap2s1,0.52,0.652
Kbtbd4,0.76,0.757
Ctbp2,-0.64,0.728
Trim3,-0.26,0.959
Ly96,0.65,0.718
Usp12,0.74,0.762
Usp3,-0.72,0.7
Morn2,-0.35,0.953
Cbfa2t2,0.69,0.843
Vps33b,0.74,0.88
Wbp1,-0.65,0.757
Zfp868,0.78,0.804
Usp30,-0.15,0.986
Ptcd3,0.34,0.948
Vaultrc5,0.032,0.993
Gprasp2,-0.88,0.87
Smarcc2,0.71,0.78
Fiz1,-0.74,0.717
Dock1,-0.76,0.794
Nob1,0.6,0.733
Exosc9,-0.6,0.667
Cacna1d,-0.56,0.895
RP23-105K2.3,-0.44,0.929
Snhg20,0.76,0.793
Nol9,0.67,0.859
Akap8,-0.61,0.636
Ipo8,0.58,0.915
Fam126b,-0.79,0.843
mt-Tm,0.7,0.87
Tradd,0.58,0.862
Mrps36,-0.11,0.984
Zfp105,0.89,0.823
AC155163.2,0.36,0.953
Mrps14,0.55,0.62
Xpr1,0.74,0.875
Arap2,0.57,0.895
Camsap2,-0.25,0.964
Trappc3,0.59,0.731
Mgmt,0.22,0.975
Itgb3bp,0.88,0.907
Stard8,-0.77,0.757
Cnnm3,-0.54,0.914
Rnf150,0.22,0.97
Xpnpep3,-0.52,0.914
RP23-94B13.9,0.6,0.643
Tsc2,-0.62,0.871
Ggt5,-0.72,0.799
Zc4h2,-0.5,0.934
Etv1,-0.65,0.741
AC152939.2,-0.77,0.788
Ube3b,0.78,0.85
Rad9b,-0.36,0.95
Znrf2,-0.75,0.653
Coq6,0.44,0.938
RP23-410L16.1,0.15,0.982
Arl5b,-0.75,0.825
Ryk,0.77,0.831
Phka1,-0.47,0.942
Wdfy4,-0.65,0.884
Rpl11,0.51,0.604
Foxj2,-0.75,0.777
Ndc1,-0.28,0.964
Ifit2,-0.75,0.923
Coq4,-0.66,0.911
Mmachc,0.75,0.877
Dstyk,-0.077,0.99
Mtmr12,0.57,0.9
Tcf4,-0.49,0.603
Ppp2r5a,-0.57,0.688
Zfp141,-0.74,0.831
Msh2,0.65,0.803
Sumf1,-0.59,0.63
Cmtm6,-0.44,0.514
Tnrc6c,0.64,0.843
Nadsyn1,-0.4,0.943
Oxsr1,0.3,0.96
Aqr,-0.75,0.746
Cox10,0.64,0.888
Ampd2,0.71,0.859
Mgll,-0.57,0.634
Clip1,0.48,0.594
Tomm22,0.55,0.614
Sco1,0.35,0.95
Rbm8a2,-0.034,0.993
Zfp597,-0.7,0.865
Arv1,0.32,0.96
Ankrd13d,0.63,0.926
Plcd1,0.91,0.844
Kcnq1ot1,-1,0.796
Slc7a11,-0.14,0.989
Zfp53,0.69,0.911
Mrto4,0.54,0.878
Wdr5,-0.69,0.839
Mrps31,0.69,0.768
Nmnat1,-0.77,0.854
Gtpbp8,0.72,0.805
Rwdd4a,-0.77,0.8
R3hdm2,0.072,0.99
Mus81,0.75,0.816
Rab5c,-0.31,0.95
Fbxl14,-0.53,0.887
Cep162,-0.51,0.936
Rnf113a2,0.88,0.757
Kat6a,-0.69,0.747
Zfp217,0.054,0.993
RP23-354A20.1,0.51,0.925
Ccs,0.67,0.679
RP23-366K1.2,-0.74,0.782
Mif4gd,0.64,0.69
Mta1,0.16,0.977
H2afx,0.84,0.807
Samd8,-0.77,0.781
Fggy,0.69,0.828
Lrrc57,0.76,0.741
Lysmd4,-0.26,0.971
Cwc22,0.44,0.931
Hmgn2,0.48,0.641
Erlec1,0.0037,0.999
RP23-39I4.9,0.04,0.992
Hpcal1,0.61,0.882
Tfg,0.55,0.626
Gas8,-0.52,0.921
Wdr48,0.7,0.768
Xpo1,-0.78,0.818
Deptor,-0.62,0.908
Glo1,0.65,0.701
Sh3bp5l,-0.66,0.854
Slf1,-0.62,0.928
Itgb3,0.72,0.833
Mettl5,0.71,0.7
