gene_name,logFC,adj.P.Val
Foxo3,-0.88,0.648
hexb,0.24,0.191
Magi1,0.24,0.961
Zc3h12a,-0.68,0.647
Vopp1,-0.56,0.881
Zfp664,-0.79,0.615
Nfkb2,0.75,0.622
Mypopos,-0.53,0.892
Kpna6,-0.85,0.684
Nsun4,0.83,0.575
Pisd-ps1,0.47,0.863
Kctd9,-0.35,0.942
Fbxo5,-0.59,0.884
Rpl9-ps6,0.54,0.818
Epb41l4aos,-0.07,0.989
Mycl,-0.15,0.981
Nphp1,-0.8,0.717
AC133896.3,0.36,0.91
Usp30,-0.97,0.684
Wipf2,0.8,0.804
RP23-135I10.1,1.4,0.552
Ddt,0.72,0.685
Serf2,0.39,0.353
Slc41a1,0.79,0.768
Senp1,-0.64,0.557
Pprc1,-0.77,0.696
Zfp367,0.87,0.65
Gpr137,-0.6,0.536
Zdhhc8,-0.61,0.815
Rbfox1,-0.64,0.872
RP24-175C20.10,-0.17,0.975
Zfp580,0.77,0.75
Nckap5l,-0.61,0.787
Trim33,-0.85,0.638
Dynlt1c,-0.12,0.975
Ccdc25,-0.63,0.544
Hist1h4i,0.62,0.866
Rtn1,-0.51,0.415
Grwd1,0.8,0.573
Mettl1,0.55,0.868
Manbal,-0.53,0.499
Tbrg4,-0.63,0.822
Slc22a5,-0.54,0.867
Fzd7,-0.53,0.896
Plp1,3.1,0.774
Kmt2d,0.044,0.994
RP23-73F23.5,-0.12,0.978
Fam57a,-0.42,0.919
Ikzf5,0.87,0.695
Csrnp2,0.1,0.987
Suco,-0.61,0.486
RP23-366I10.5,-0.59,0.9
Dip2c,0.1,0.986
Park2,-0.93,0.755
Ezr,-1.1,0.825
Mettl13,-0.66,0.845
Vezt,0.7,0.795
RP23-159E10.1,0.53,0.855
Slc25a20,-0.68,0.535
Tkt,0.53,0.514
Galnt3,-0.048,0.995
Spata2l,0.8,0.697
Ncoa6,-0.94,0.658
Ifi47,-1,0.809
Trmt44,-0.28,0.961
Stom,-0.17,0.971
Rsph3a,0.49,0.853
Btbd6,-0.68,0.534
Map2k1,-0.32,0.338
S100a11,0.55,0.874
Mdfic,0.96,0.74
Sdc4,0.92,0.63
Cmklr1,-0.9,0.685
Qser1,-0.85,0.786
Asb6,-0.6,0.514
B330016D10Rik,-0.71,0.627
Psmb7,-0.65,0.712
Ago4,-0.87,0.674
Zfp933,0.59,0.863
Scd2,0.82,0.529
mt-Tm,0.79,0.635
Copg2,-0.76,0.68
Dgcr6,0.62,0.669
Ccdc85b,0.67,0.7
Rad18,0.5,0.903
Tyw5,-0.74,0.575
Tlr12,-0.69,0.757
RP23-60P18.9,-0.61,0.485
Cep41,0.96,0.788
Lamtor2,0.6,0.501
Dynlt1f,0.67,0.73
Polr2f,0.44,0.428
RP23-432N1.9,-0.43,0.919
RP24-230A23.4,-0.49,0.857
Atpaf1,-0.091,0.986
Ttc7,-0.7,0.536
Rpl23a,0.47,0.378
Klf12,-0.031,0.997
RP23-271B20.7,0.65,0.804
Dnmbp,-0.64,0.871
RP23-411P20.1,0.5,0.841
Loxl3,0.76,0.686
Agbl5,-0.25,0.946
Tap1,0.63,0.482
Nt5c2,-0.65,0.505
Rab35,-0.69,0.682
Ninj1,0.38,0.336
Btbd2,-0.5,0.465
Tmem41a,0.74,0.498
Pygo2,-0.75,0.532
Gtf3c1,0.71,0.838
Usf2,-0.61,0.531
Uri1,0.66,0.524
RP23-211P15.1,-0.72,0.545
Leng8,-0.36,0.905
RP23-285C18.7,-0.55,0.901
Il27,-0.11,0.986
Slc35d2,0.76,0.764
Csnk1g1,-0.63,0.827
Nav1,0.75,0.768
Gnl3l,-0.79,0.63
Inpp5a,-0.76,0.67
Rab3ip,-0.57,0.47
Dennd1c,-0.53,0.416
Zfp180,-0.69,0.545
Zhx3,0.63,0.852
Slx4,0.67,0.817
Timm17a,0.49,0.413
Rpp40,-1,0.746
Sf3a2,0.4,0.879
Phrf1,-0.78,0.55
RP23-359F5.1,-0.6,0.87
Pithd1,0.55,0.44
Cep57,0.59,0.495
Pmf1,0.54,0.854
Gdf15,-1.2,0.686
Epb41,-0.83,0.607
Bicdl1,0.11,0.981
Evi5l,-0.58,0.869
Fam13a,0.65,0.815
Ptges2,0.51,0.489
Tmem263,0.78,0.774
Zfp438,0.83,0.73
Ap1g2,-0.64,0.567
C4b,0.47,0.919
Slc1a4,0.8,0.837
RP24-185P7.1,-0.77,0.769
RP24-94A19.4,0.4,0.926
Arl6,-0.87,0.774
RP23-5A19.7,0.91,0.591
Slain2,-0.57,0.48
Rpap1,-0.97,0.685
Uxs1,0.75,0.759
Stx17,-0.69,0.554
Ppp1r35,0.56,0.507
Bpnt1,-0.59,0.522
Mtor,-0.83,0.817
Ralgapb,0.71,0.834
Agk,-0.7,0.58
Dusp11,-0.41,0.42
Edem3,-0.69,0.801
Cep162,0.82,0.631
Kmt2b,-0.7,0.784
Wdr81,-0.86,0.657
Cep83,0.71,0.714
Rnaseh2b,0.69,0.529
Rhbdd1,0.76,0.571
RP23-81C12.1,0.21,0.958
Nos1ap,0.2,0.965
Rab3a,0.7,0.694
Fmn1,0.72,0.799
Iffo2,-0.55,0.877
Cic,-0.34,0.916
Snapc4,-0.69,0.786
Apex2,0.74,0.816
Wdfy4,-0.77,0.686
Zfp595,-0.3,0.945
Dtx2,-0.097,0.982
Nlrx1,0.57,0.884
Bbs12,0.43,0.929
Rab23,0.25,0.953
Znf41-ps,0.23,0.95
Notch1,-0.79,0.697
Pik3r4,0.8,0.711
RP23-316C11.7,-0.58,0.804
Klhl8,0.73,0.799
Tmem201,-0.82,0.704
Nup214,-0.63,0.486
Tnfrsf23,0.45,0.919
Gtdc1,-0.7,0.724
Creld1,0.83,0.687
Zkscan4,-0.81,0.591
RP24-345A14.4,0.38,0.919
Notch2,0.63,0.884
Pid1,-0.53,0.4
Cdipt,0.48,0.409
Nav3,-0.45,0.375
Txlng,-0.75,0.712
Ttc37,0.73,0.846
Trim3,0.66,0.731
Miip,-0.59,0.544
Nadsyn1,-0.74,0.703
RP23-90A8.2,-0.9,0.697
Fdx1,-0.77,0.525
Fbxw17,0.76,0.729
AC158384.4,0.52,0.854
Cnot4,-0.42,0.359
Nlk,-0.8,0.711
RP23-264J18.3,0.52,0.811
Clcf1,-0.64,0.658
Rnf150,-0.73,0.715
Shmt1,0.23,0.965
RP23-250G8.13,0.49,0.861
RP24-503A2.8,0.32,0.91
Exosc7,0.56,0.419
Nedd4l,-0.12,0.98
Stat6,-0.49,0.391
Pfn2,-0.53,0.891
RP23-392O3.3,0.58,0.782
Tesk2,-0.57,0.893
Flnb,-0.72,0.801
Gcn1l1,-0.7,0.692
Btbd17,0.49,0.893
Rcc1,-0.27,0.935
RP23-293K21.2,0.6,0.876
Cep152,-0.67,0.506
Tagap1,-0.62,0.602
Gm4841,0.61,0.816
Ino80,-0.29,0.946
Adgrl2,-0.16,0.973
Yipf1,0.45,0.407
Usf3,-0.73,0.678
RP23-198H15.2,-0.57,0.821
Atxn1l,0.45,0.89
Micu2,0.59,0.484
Rsl1,0.9,0.742
Nbr1,0.57,0.506
AC110186.1,0.29,0.919
Pex11g,-0.056,0.99
Spg11,0.18,0.965
Fbxo18,0.56,0.463
Ptpn12,-0.49,0.9
Mfap1b,-0.49,0.426
Aldh4a1,0.4,0.901
Tmem126b,0.65,0.492
Caap1,0.73,0.599
Usp5,-0.65,0.518
RP23-459L15.3,-0.52,0.777
Ing3,-0.61,0.594
Atxn2,-0.62,0.528
Pbx1,-0.42,0.921
Ehmt2,-0.7,0.758
Atm,0.5,0.864
Mir22hg,-0.69,0.765
RP23-170I24.2,0.81,0.677
Hinfp,-0.71,0.807
Arpp19,0.35,0.351
Cpsf2,0.57,0.512
RP23-326O2.2,0.61,0.871
RP24-81A5.2,-0.59,0.756
Rnls,-0.69,0.803
Klhl20,0.096,0.986
Rnaseh2a,-0.56,0.525
Zbtb24,0.64,0.536
Zbtb21,-0.75,0.693
Spice1,-0.69,0.865
RP23-380F8.2,-0.73,0.771
AC102628.1,0.56,0.841
Aamdc,0.64,0.473
Stx12,0.57,0.492
Myh10,-0.53,0.89
Klhl35,-0.75,0.848
Entpd7,-0.079,0.986
Ntm,0.4,0.923
Ehd1,-0.7,0.838
RP23-189L19.4,0.28,0.917
Nme7,0.64,0.787
Il6,-0.94,0.643
Prps1l3,-0.7,0.584
Hnrnpul2,0.43,0.91
Alkbh6,0.49,0.435
Phf2,-0.23,0.96
Mfsd12,-0.64,0.755
Atp5l,0.48,0.844
Rbbp7,0.39,0.387
Gm3608,0.36,0.889
Gmds,0.83,0.744
Mast4,0.42,0.91
Tbc1d2b,-0.7,0.583
Zfp607,-0.7,0.803
Ncoa7,-0.62,0.846
Mospd2,0.67,0.706
RP24-285J23.2,-0.62,0.797
Smg7,0.51,0.89
Epop,0.18,0.965
Abca2,0.51,0.868
Rrm1,0.7,0.552
Snap23,-0.41,0.367
Usp32,-0.33,0.943
Tatdn2,0.18,0.965
U2af1,-0.53,0.576
RP23-438D7.4,-0.38,0.884
Tmem97,0.76,0.546
Dmtn,-0.67,0.709
Ncoa4,0.24,0.951
Kif3b,-0.89,0.705
Ms4a6c,-0.5,0.404
Gab3,0.73,0.695
Exoc4,-0.64,0.514
Tgm2,-0.49,0.487
AC126938.1,0.47,0.87
Tyms,0.79,0.586
Nif3l1,0.91,0.724
Btf3l4,0.58,0.559
Gadd45a,0.41,0.934
Cenpo,0.63,0.599
Kif1a,-0.5,0.904
Gm26778,-0.52,0.857
Nmt2,-0.59,0.848
RP23-361M12.2,-0.66,0.518
Nmnat1,-0.77,0.614
Fech,-0.5,0.408
Wdpcp,-0.58,0.868
Scarb2,0.41,0.377
RP23-350F7.3,0.12,0.981
Jtb,0.43,0.379
Socs1,-0.64,0.554
Phyh,0.48,0.426
Gk,-0.28,0.934
Zfp768,-0.27,0.932
Porcn,-0.88,0.79
Cpne3,-0.49,0.443
Hivep2,-0.49,0.843
Nmb,0.31,0.935
Zfp598,-0.62,0.794
Eif3c,0.39,0.384
Ppp4r1,-0.62,0.538
Rpl36a-ps2,-0.16,0.96
Dhrs4,0.68,0.621
Pex14,-0.5,0.445
Ppp1cc,0.52,0.504
Zfp825,-0.4,0.91
RP24-310D17.9,-0.58,0.8
Tm2d1,0.41,0.385
Pi4kb,0.65,0.867
Ccdc51,-0.69,0.834
RP23-406J21.4,-0.62,0.84
Mrpl23,0.48,0.476
Ptgds,-0.066,1
Gm5514,0.51,0.791
Slc17a9,-0.62,0.746
9930104L06Rik,-0.61,0.815
Akip1,0.59,0.472
Kcnk12,-0.55,0.505
Mafg,-0.47,0.386
Cib2,0.67,0.506
Prkd2,-0.58,0.78
RP24-210F23.6,-0.72,0.552
Iah1,0.56,0.492
Ano7,-0.21,0.953
Ccny,-0.66,0.529
Gm10837,0.23,0.929
Rps10-ps2,-0.11,0.973
Acap3,-0.26,0.948
Zfp511,0.7,0.595
Papd7,0.051,0.994
Cep44,0.69,0.762
Clec4a1,-0.5,0.861
Ncoa2,-0.75,0.638
Trim5,0.56,0.869
Zfp263,0.75,0.638
RP23-428L14.1,-0.11,0.974
Polr3g,0.54,0.884
Ppfibp1,-0.68,0.834
Cyp4f13,0.42,0.424
Fdxacb1,0.66,0.861
Frs3,0.22,0.953
Yars2,-0.55,0.51
Tulp3,-0.44,0.874
Marf1,-0.49,0.877
Lag3,0.37,0.902
Gm26910,0.055,0.989
Ssx2ip,-0.14,0.973
Capn2,-0.61,0.774
B230354K17Rik,0.058,0.993
Zfp94,0.59,0.87
Fastkd5,-0.8,0.731
Fuk,-0.74,0.816
Pidd1,0.45,0.903
Zbtb22,0.57,0.758
Ddx54,0.66,0.566
Cdc14a,-0.76,0.751
Mms19,0.67,0.567
Osbpl7,-0.64,0.767
Alkbh4,0.54,0.855
Alas1,0.4,0.379
Calcoco1,0.029,0.996
Ubap2l,-0.4,0.387
Nipal3,-0.69,0.799
RP23-273D6.2,-0.54,0.477
Pick1,0.62,0.77
Tmf1,0.41,0.402
Spns3,0.64,0.786
Eif4e,0.43,0.417
Zfp772,-0.8,0.73
Phf10,-0.52,0.447
Abhd4,0.43,0.386
Rad21,-0.64,0.568
Tceanc,0.73,0.839
Dnaja2,-0.43,0.379
Prelid1,0.4,0.404
Arcn1,-0.38,0.378
Mpv17l2,0.62,0.665
Amer1,-0.84,0.687
Zkscan17,0.64,0.785
L3mbtl3,-0.3,0.943
Acot2,-0.41,0.893
Pkd2,-0.79,0.732
RP23-49H16.1,-0.72,0.805
Agl,-0.82,0.711
RP24-326O2.1,-0.72,0.787
RP23-252E4.6,-1.1,0.65
Dync1li2,-0.6,0.492
Tgds,-0.62,0.558
RP23-13B8.9,-0.78,0.799
Ttc7b,0.13,0.97
Srsf6,-0.37,0.365
Bivm,0.18,0.965
Fam220a,-0.53,0.824
RP23-151C6.3,-0.028,0.996
Arv1,0.78,0.747
Ptcd1,-0.68,0.593
Atp6v1d,0.36,0.36
RP23-263B18.4,0.54,0.732
Zfp809,0.67,0.744
RP23-312H15.4,-0.52,0.834
Fbxw7,-0.66,0.709
Xndc1,-0.45,0.916
RP23-346N8.2,-0.4,0.864
Ppif,0.39,0.89
Rnf157,0.13,0.979
Eif4enif1,-0.67,0.534
Uba6,0.67,0.778
RP23-39F24.2,-0.19,0.948
Phlpp1,-0.45,0.909
Fbxo25,0.66,0.573
Hlf,-0.24,0.955
Eme2,0.14,0.97
Mpdu1,0.58,0.727
Lrsam1,0.66,0.824
Nmrk1,0.56,0.857
Haghl,0.59,0.686
Ubl4a,0.49,0.442
Atad2,0.69,0.73
Odf2l,0.31,0.932
Athl1,-0.79,0.747
Nup205,-0.81,0.745
Ehhadh,-0.34,0.923
Slc25a38,0.63,0.519
Htt,0.45,0.881
Nr2c2ap,0.56,0.712
Runx1,-0.52,0.411
Galnt10,-0.57,0.553
Crem,0.78,0.616
Pggt1b,-0.78,0.514
Man2b2,0.42,0.861
Zfp280c,0.76,0.751
P3h3,0.35,0.923
Zfp712,0.27,0.949
Tmem87a,-0.74,0.666
Sec24d,-0.69,0.63
Msr1,-0.8,0.83
Ulk3,-0.32,0.914
Zfp362,0.27,0.941
Ptn,1.2,0.814
RP23-114B10.4,0.56,0.852
Capn15,-0.6,0.865
Gemin2,-0.77,0.617
Rusc2,-0.46,0.903
Slc3a2,0.31,0.299
Bms1,0.64,0.709
Zc3h12c,0.098,0.986
RP23-65G17.3,-0.96,0.718
Bik,-0.58,0.868
Trak2,-0.37,0.917
Snord104,0.51,0.829
Polr1b,0.49,0.878
Lemd3,-0.64,0.859
Trak1,-0.74,0.698
Lrrc8a,-0.058,0.99
RP24-343A12.1,0.031,0.997
Man2c1,0.58,0.505
Slc24a3,-0.4,0.896
Ddx49,-0.63,0.552
Zfyve9,0.32,0.926
Mrpl27,0.49,0.445
RP23-33N12.2,-0.72,0.73
Kdm4a,-0.1,0.98
Exog,-0.68,0.535
Swap70,-0.49,0.417
Adck2,-0.28,0.917
Map3k12,0.26,0.928
Mob1b,0.73,0.822
Blvrb,-0.49,0.386
Plekhg2,-0.27,0.933
Srpk1,-0.58,0.492
Rapgef1,-0.76,0.591
RP23-43M12.2,0.23,0.932
Gan,-0.024,0.999
Zfp3,-0.084,0.986
Sept6,-0.67,0.821
Prr13,0.32,0.334
Xrcc5,0.63,0.649
Gdpgp1,-0.2,0.958
Gsdmd,-0.38,0.371
Bcap29,0.45,0.379
RP23-128L22.2,-0.043,0.993
Dnaaf5,0.38,0.901
Zswim1,0.69,0.654
Mpeg1,0.68,0.365
Fkbp1b,0.35,0.941
9130011E15Rik,-0.63,0.858
Copg1,-0.43,0.415
Nat10,0.62,0.763
Erlec1,0.67,0.786
Eif2b2,0.62,0.493
Ipp,-0.0019,1
RP24-390M17.2,0.26,0.917
Tmem159,0.48,0.434
Adck4,0.46,0.834
Gpd1,-0.61,0.77
Esco1,-0.48,0.445
Mecr,0.61,0.662
RP24-544J6.2,-0.49,0.867
Grk6,-0.61,0.552
Qrsl1,0.67,0.704
E2f6,0.58,0.77
Tep1,0.58,0.51
Zdhhc12,0.58,0.665
Pop5,0.45,0.487
Rbm12b1,-0.65,0.816
Txnrd2,0.53,0.459
Bbs7,0.73,0.768
Csf2rb,-0.62,0.534
Tbcd,0.78,0.706
Ablim1,-0.55,0.873
Nradd,-0.1,0.978
Def8,-0.51,0.859
Ghdc,0.68,0.627
Invs,0.73,0.743
Hps1,0.78,0.571
Igf2bp2,0.51,0.841
Ctnnal1,-0.55,0.593
Dpysl2,-0.68,0.492
Map2k5,-0.6,0.619
Zfp330,0.59,0.559
RP23-175J8.3,-0.44,0.901
Klhl15,0.39,0.904
Ankrd54,0.66,0.586
Rbm15b,-0.64,0.658
Pcmtd2,-0.53,0.437
Egln1,-0.65,0.544
Tbc1d1,0.64,0.723
Tgfb1,0.63,0.636
P2ry6,-0.42,0.396
Nek3,0.63,0.837
Zfp532,-0.67,0.752
Ino80b,0.5,0.812
Gm8186,0.23,0.927
Optn,0.68,0.787
RP23-85E24.2,0.39,0.859
Pfkfb3,-0.56,0.464
H2-Ab1,2.4,0.347
Slc35a4,0.45,0.422
Kcnd1,-0.63,0.552
Stub1,0.45,0.425
RP23-454K24.1,-0.6,0.537
Ascc2,0.63,0.658
Rint1,-0.6,0.606
RP24-152K24.2,-0.53,0.824
RP24-530N5.3,-0.026,0.998
Isg20l2,0.081,0.985
Tlcd2,0.59,0.814
Prkacb,-0.51,0.483
RP23-319B15.9,-0.56,0.867
Mppe1,0.37,0.901
Zfp119b,-0.73,0.587
Zbtb37,-0.8,0.582
Lrrc58,-0.56,0.581
Wiz,0.24,0.945
Zfp715,0.47,0.441
Trim14,-0.56,0.858
Chic2,-0.41,0.376
Itgb3bp,1,0.73
Slc4a2,-0.52,0.795
Strn,0.14,0.971
Tbl2,-0.56,0.555
Iqgap3,-0.73,0.709
Pbx3,0.54,0.875
Tapt1,0.55,0.529
Tgfbrap1,-0.66,0.525
Thop1,0.064,0.988
Cad,-0.3,0.932
Sh2b1,0.71,0.709
Bcl2l13,0.76,0.785
Tsr3,0.56,0.585
Cecr5,0.59,0.774
Rab11fip5,-0.62,0.619
Prkar2a,0.71,0.763
Cry2,-0.35,0.919
Arrdc4,0.53,0.463
Vps50,-0.55,0.45
Mrps31,0.57,0.552
Gsn,0.68,0.819
Manea,-0.53,0.513
Nek9,-0.73,0.695
Mmd,-0.64,0.83
Gtf2ird1,-0.071,0.988
Gsr,0.64,0.51
Dtd1,0.57,0.536
Nfatc2ip,0.3,0.932
Ccdc61,-0.63,0.736
Rpl7a,0.47,0.425
RP23-403G9.6,-0.37,0.915
Whamm,-0.62,0.648
Dsn1,-0.66,0.774
Kif2a,-0.13,0.98
Bc1,0.78,0.799
Zc3hc1,-0.49,0.486
Wdr5b,0.6,0.808
Zw10,-0.44,0.882
Scly,0.46,0.867
Hist1h1c,0.52,0.357
Ndc1,0.66,0.794
Tshz1,0.43,0.897
Cat,-0.44,0.384
RP23-207N15.3,0.69,0.75
RP24-234J3.3,-0.71,0.654
Spryd3,0.13,0.965
Atrn,0.15,0.969
Strn3,-0.45,0.446
Slc39a4,0.69,0.657
Arrb1,0.1,0.981
Pogk,-0.032,0.996
Slc31a1,0.46,0.433
Traf3ip3,0.53,0.465
Trim28,-0.5,0.488
Trim39,0.69,0.708
Taf11,0.73,0.761
Fubp1,-0.43,0.414
Nsmf,0.15,0.965
Plekha1,0.47,0.455
Brip1os,0.63,0.638
Ppip5k1,0.39,0.919
Pdcd2l,-0.47,0.418
Fahd2a,0.76,0.786
RP23-179K7.3,0.54,0.733
Snta1,-0.49,0.455
Wars,-0.45,0.457
Sars2,-0.75,0.732
Bcl3,0.3,0.94
Dfna5,0.57,0.826
Dbf4,-0.047,0.993
Arhgap45,-0.52,0.349
Rusc1,-0.78,0.79
Lhfpl2,-0.53,0.396
RP23-466C10.2,-0.72,0.72
Agpat1,0.23,0.927
Foxo1,-0.62,0.518
Fam65a,-0.57,0.797
Enc1,-0.71,0.699
P3h1,0.15,0.97
AC155163.2,0.66,0.781
Rps6ka1,-0.36,0.324
Oxa1l,0.54,0.535
Casc4,-0.42,0.884
Clgn,-0.67,0.552
RP23-198N22.1,-0.19,0.965
RP23-192P17.5,0.47,0.879
Msh3,-0.7,0.709
Fam73a,0.74,0.674
Plekha5,-0.41,0.882
Slc5a10,-0.033,0.997
Vamp7,0.65,0.559
Mrps6,0.65,0.598
Lrrfip2,-0.58,0.589
Smg1,-0.8,0.537
Ring1,0.22,0.926
Gja1,0.78,0.89
Aldh6a1,0.6,0.519
RP24-464B24.1,0.45,0.879
RP24-359O2.3,-0.33,0.91
Zdhhc13,-0.48,0.476
Alg11,0.62,0.771
Dars,-0.39,0.424
Zfpm1,-0.15,0.964
Taf8,-0.62,0.69
Car7,0.42,0.89
Ap2s1,0.39,0.445
Trdmt1,0.35,0.923
Rbm34,-0.56,0.51
Prpf40b,0.56,0.867
AC087115.1,-0.62,0.745
Acvr1b,-0.49,0.841
Desi1,0.64,0.638
Zcchc2,0.75,0.686
Rab5a,-0.29,0.924
RP24-269A16.1,-0.74,0.477
Jmjd4,-0.45,0.881
Paox,0.54,0.699
RP23-456M3.4,-0.35,0.909
Zfp597,-0.67,0.687
Abhd8,-0.2,0.944
Elavl4,-0.59,0.696
Twnk,0.66,0.771
Frat2,0.097,0.983
RP24-63G4.11,-0.68,0.769
RP23-96N11.4,-0.23,0.948
Klhl36,-0.59,0.661
Mlh3,-0.53,0.829
Mta2,-0.48,0.506
Fitm2,0.58,0.89
Grsf1,-0.56,0.518
AI846148,0.16,0.97
Pus10,0.76,0.714
Jun,-0.54,0.251
RP24-276H6.1,-0.62,0.656
Blzf1,-0.5,0.54
Rinl,0.55,0.597
Cxx1b,0.3,0.897
Sgf29,0.64,0.574
Casp4,-0.62,0.511
Crtc2,-0.54,0.564
Aaed1,-0.6,0.536
Nol10,-0.047,0.991
Nop16,0.48,0.459
Iqcc,0.71,0.758
Plekhm1,-0.18,0.953
Tmem127,-0.66,0.688
Heatr5a,-0.68,0.529
Mical3,-0.34,0.917
Copb1,-0.38,0.387
Ndst1,-0.001,1
Cbwd1,0.63,0.777
Nelfcd,-0.48,0.48
Klhdc10,-0.58,0.639
Atad3a,-0.6,0.465
Rnf2,-0.39,0.429
Polr2l,0.32,0.895
Rpl36al,0.46,0.758
Tti2,0.43,0.852
Pcnxl3,-0.6,0.769
Fam63a,-0.7,0.659
Prkce,-0.53,0.778
Ift122,0.28,0.932
Naip6,-0.42,0.868
Qsox1,-0.0043,1
RP24-550H10.3,-0.56,0.794
Arhgef11,0.097,0.981
Ermp1,-0.75,0.798
Rbak,-0.56,0.763
Fam193a,0.56,0.817
RP23-213P21.2,-0.1,0.98
Pak4,0.31,0.905
Rnase10,0.6,0.858
RP23-14F5.8,-0.42,0.913
Zfp775,-0.47,0.891
RP23-410L16.1,0.4,0.891
Carnmt1,0.067,0.984
Cmtm4,0.54,0.84
Zfp113,-0.59,0.75
Srf,-0.56,0.832
Relt,-0.59,0.814
Psmb3,0.32,0.369
Zfp790,-0.28,0.938
Slc27a4,-0.42,0.852
Sav1,-0.14,0.972
Pan2,-0.34,0.91
Map7,-0.55,0.798
Usp35,-0.61,0.724
Zfp385a,0.41,0.828
Pi4ka,0.53,0.845
Wnk1,-0.65,0.422
RP23-85A17.3,0.36,0.865
Smcr8,-0.39,0.875
Pex2,-0.41,0.357
Zfp202,-0.14,0.97
Ino80d,0.73,0.724
Lix1,0.033,0.996
Focad,-0.046,0.992
Slc25a40,0.45,0.866
Trp53bp1,0.52,0.841
Prelid3b,0.47,0.455
Zfp319,-0.48,0.875
Prdm11,-0.3,0.92
Xkr8,-0.51,0.847
Fmnl1,0.24,0.92
Gm6563,0.27,0.901
F13a1,1.5,0.701
Kdsr,-0.63,0.665
Cox11,-0.63,0.828
Mfsd14b,-0.42,0.44
Txndc12,0.52,0.577
Ints1,-0.59,0.824
RP23-74O4.1,-0.72,0.601
Rc3h2,-0.65,0.698
Nova1,-0.51,0.771
Krt10,-0.17,0.965
Ahi1,-0.58,0.752
Anapc10,-0.5,0.458
Zfp703,-0.26,0.919
RP24-406I15.3,0.16,0.973
Nudt1,0.12,0.976
Nfx1,-0.43,0.445
Rala,0.44,0.391
Gar1,0.56,0.597
Zfp111,-0.29,0.923
RP23-105K2.3,0.53,0.77
AC127333.1,-0.15,0.973
RP24-500I24.7,-0.64,0.826
Cbx3,0.15,0.961
Slx1b,-0.2,0.955
Lrpprc,0.66,0.677
RP23-140G16.2,-0.55,0.561
Zfp449,-0.25,0.947
Hnrnpu,-0.35,0.348
Prrc2b,0.35,0.926
Tnfaip8,-0.37,0.392
Xpr1,0.67,0.758
Snx32,0.66,0.781
Dicer1,-0.62,0.614
Trim24,-0.51,0.837
Tfcp2,0.22,0.958
Usp28,-0.48,0.875
Btbd3,-0.52,0.761
Gpx3,1.5,0.834
Dyrk4,-0.63,0.772
Csnk1g2,-0.49,0.453
Rubcn,0.5,0.838
Rpl31-ps8,0.45,0.796
Amotl1,-0.53,0.838
Retsat,0.53,0.536
RP23-200C3.5,-0.53,0.869
Praf2,0.6,0.695
Slc25a22,-0.12,0.97
Hyal2,-0.59,0.586
Natd1,-0.66,0.602
Mtap,0.56,0.539
Pfkfb4,0.49,0.48
Map10,-0.35,0.919
Edem2,0.33,0.343
RP24-93H15.3,-0.61,0.801
Ildr2,-0.22,0.961
Depdc7,-0.69,0.514
Pola2,0.58,0.631
Alyref2,-0.63,0.521
Sh2b3,-0.44,0.42
Gins3,0.16,0.968
Blcap,0.59,0.702
Ptms,0.18,0.938
Vps37c,0.57,0.706
Mllt1,-0.7,0.69
Tmcc1,-0.68,0.676
Prkx,-0.58,0.535
RP23-42N14.3,0.73,0.631
Rassf7,-0.16,0.97
Ndufs1,0.43,0.451
RP24-320O9.1,-0.35,0.896
Tgfa,-0.53,0.485
Zswim6,0.6,0.838
Fcho2,-0.39,0.401
Gabpb1,-0.51,0.598
Srpk3,0.6,0.564
Mtfmt,0.69,0.711
Umad1,-0.55,0.549
Tbc1d24,-0.66,0.782
Med25,0.53,0.665
Tex9,-0.37,0.912
RP23-288M4.1,-0.051,0.993
RP23-79J15.4,-0.54,0.752
Lbh,0.39,0.879
Nthl1,-0.34,0.897
U2af2,0.31,0.894
Med23,-0.26,0.938
Dpp8,0.57,0.648
Map1lc3b,0.31,0.36
Parp12,0.59,0.529
Gtf2ird2,0.06,0.987
Tmem191c,-6e-4,1
RP23-200C3.1,0.079,0.984
Rrp8,-0.59,0.588
Ccdc166,-0.49,0.841
Pkd1,-0.43,0.877
Rraga,-0.54,0.546
Med9,0.66,0.607
Pomgnt2,-0.52,0.825
Prodh,0.24,0.951
Tjp1,-0.49,0.492
S100pbp,-0.25,0.927
Dhrs7b,0.4,0.434
Cdc42se2,0.39,0.424
RP23-405O11.1,-0.65,0.717
Cradd,-0.58,0.658
Zfp931,-0.59,0.771
Gm21596,0.2,0.932
Med6,-0.6,0.518
Osgin1,0.075,0.986
Cisd1,0.51,0.483
Ints7,-0.67,0.795
Atl3,0.25,0.932
Nup160,-0.52,0.779
Furin,-0.022,0.997
Mfsd5,0.36,0.393
Cactin,0.63,0.699
Slc14a1,-0.061,0.987
Inpp4b,-0.57,0.48
Haus5,0.34,0.916
RP24-420A20.8,-0.48,0.851
Zfp101,-0.57,0.821
Cep85l,-0.66,0.636
Zfp566,-0.96,0.721
Tbc1d10a,0.1,0.97
Polr3d,0.56,0.694
RP23-114B10.6,-0.58,0.684
Mib1,-0.51,0.832
Rb1cc1,-0.46,0.47
Exosc9,-0.45,0.477
Nomo1,-0.27,0.916
Ptprs,-0.58,0.73
Atpaf2,0.55,0.567
Pip4k2b,-0.35,0.89
